user_id,average_score,rank(percent)
60885,71.31792756732052,100 %
60658,64.12603174603174,99.57 %
60620,63.69555555555556,99.13 %
61019,63.503103550202724,98.70 %
60690,62.22249984972601,98.27 %
60683,61.61306122448979,97.84 %
60695,61.17561314801877,97.40 %
60764,60.76025978081863,96.97 %
60756,59.66380163388241,96.54 %
60768,58.323690951623604,96.10 %
60724,57.132416910710056,95.67 %
60742,56.591428571428565,95.24 %
60720,56.39220117157015,94.81 %
60686,56.044125924618164,94.37 %
60602,55.52926394166955,93.94 %
60829,54.02930317190478,93.51 %
60759,53.878662087244805,93.07 %
61135,53.3366091451085,92.64 %
60651,53.12964010229993,92.21 %
60896,52.49872359913373,91.77 %
60652,52.48037959897577,91.34 %
60697,52.44348657383613,90.91 %
60752,50.659954778954855,90.48 %
60589,50.234602731085474,90.04 %
60613,50.122170173810915,89.61 %
60791,50.00112067020011,89.18 %
60591,49.76254016038602,88.74 %
60580,49.28810044052458,88.31 %
60603,49.10620534774998,87.88 %
60812,48.82893171863681,87.45 %
60733,47.593624460274995,87.01 %
60750,47.37154357578374,86.58 %
60828,46.88272128127696,86.15 %
60699,46.37367684695533,85.71 %
60753,46.04365226953233,85.28 %
60738,45.17372433102784,84.85 %
48102,45.11388250461753,84.42 %
60649,44.90698412698412,83.98 %
60723,44.48458204217491,83.55 %
60715,42.627314871517356,83.12 %
60773,42.37469094673865,82.68 %
60889,42.27893354723941,82.25 %
60781,42.16085107512683,81.82 %
60610,41.65243048995481,81.39 %
59018,41.58902156170169,80.95 %
60614,41.410298385354366,80.52 %
60747,40.784607384318356,80.09 %
60794,40.59155710181605,79.65 %
60757,40.13655272249195,79.22 %
60895,39.960694749371704,78.79 %
60665,39.80263547434257,78.35 %
61048,39.60331183025258,77.92 %
60698,39.418033888827395,77.49 %
60601,39.36315605543524,77.06 %
60722,39.32527111346275,76.62 %
60766,39.02297595932041,76.19 %
60598,38.8575361442766,75.76 %
60846,38.807326732698044,75.32 %
60630,38.739999999999995,74.89 %
60832,38.57475917815533,74.46 %
60870,38.261051965379316,74.03 %
60737,38.222047258825235,73.59 %
61715,38.11304451266305,73.16 %
60691,37.93126403568986,72.73 %
60703,37.5493870264654,72.29 %
60751,37.42914285714285,71.86 %
60661,37.294825720804575,71.43 %
60730,36.910698039789274,71.00 %
60790,36.869523809523805,70.56 %
61046,36.847401910972295,70.13 %
8318,36.62319327731092,69.70 %
60673,36.24398837477919,69.26 %
60706,36.04554067005783,68.83 %
60653,35.668725329385914,68.40 %
60592,35.603186633931756,67.97 %
60899,35.466698093568326,67.53 %
60771,35.14285714285714,67.10 %
59308,35.12042029730671,66.67 %
60775,35.1091498052554,66.23 %
60778,34.900479673913566,65.80 %
60876,34.85932938351203,65.37 %
40186,34.730011484723114,64.94 %
61659,34.561768197589984,64.50 %
60667,34.5231746031746,64.07 %
60638,34.306890756302515,63.64 %
59140,34.23529411764706,63.20 %
60710,34.10742000273608,62.77 %
60769,34.0889394197033,62.34 %
60621,34.00927089855138,61.90 %
