user_id,all_score,rank(percent)
60885,17169.900802318476,100 %
60750,16877.835625379354,99.61 %
60620,16698.39435605048,99.22 %
58586,16626.88002008654,98.83 %
60598,16617.23439865607,98.44 %
60608,16589.739183822778,98.05 %
60697,16542.17403567765,97.66 %
60759,16450.461617263754,97.27 %
60777,16353.356235883024,96.88 %
60698,16187.628708757498,96.48 %
60690,16178.543142708637,96.09 %
60658,16140.906777276909,95.70 %
60589,16127.842467109263,95.31 %
60635,16099.396178474432,94.92 %
60695,16095.570525264255,94.53 %
60580,16069.487408538109,94.14 %
60889,15986.989762309537,93.75 %
60653,15961.367416819327,93.36 %
60594,15910.6567480436,92.97 %
60764,15897.815245525628,92.58 %
60661,15891.270424885837,92.19 %
60603,15854.89953966018,91.80 %
60591,15846.24941930546,91.41 %
60686,15787.284813054364,91.02 %
60756,15765.920329445486,90.62 %
60876,15755.028640823642,90.23 %
60667,15604.21494740164,89.84 %
60768,15582.65605978706,89.45 %
59308,15514.371915195898,89.06 %
60766,15460.25615363236,88.67 %
60585,15392.726421754565,88.28 %
60773,15379.722445096377,87.89 %
60757,15263.074281003537,87.50 %
60723,15230.317046350398,87.11 %
60638,15196.713715332455,86.72 %
60742,15149.6931885,86.33 %
60602,15137.236590831277,85.94 %
58758,15076.366696579706,85.55 %
60699,15074.079377956677,85.16 %
60634,15073.436503143601,84.77 %
39160,15048.013914626345,84.38 %
58610,15047.568691446346,83.98 %
58575,15046.038073299427,83.59 %
60601,14986.285126914952,83.20 %
58547,14955.140770605629,82.81 %
58822,14874.195547460857,82.42 %
61019,14870.176600740915,82.03 %
59137,14851.764373221702,81.64 %
60649,14810.817871782077,81.25 %
60610,14781.945466025387,80.86 %
60737,14765.534806425543,80.47 %
61041,14700.020912443155,80.08 %
60720,14598.24457638921,79.69 %
39200,14551.665032352423,79.30 %
60846,14419.112860716119,78.91 %
60747,14345.827241934156,78.52 %
60781,14339.76786670069,78.12 %
60752,14329.998174620916,77.73 %
60791,14256.392208819494,77.34 %
60755,14238.707896201717,76.95 %
60706,14221.942374397138,76.56 %
61406,14175.902259535631,76.17 %
61135,14175.819198504416,75.78 %
59140,14144.116678116427,75.39 %
60683,14107.416116088996,75.00 %
60770,13980.40441857343,74.61 %
