user_id,all_score,rank(percent)
60759,9152.834112376853,100 %
60885,8959.907465470167,99.61 %
60658,8863.014434870347,99.22 %
60695,8771.365593108663,98.83 %
60690,8612.30383666519,98.44 %
60764,8586.546231458125,98.05 %
60580,8458.238685942393,97.66 %
60768,8450.905284319375,97.27 %
60697,8419.640923657485,96.88 %
60756,8413.662291816989,96.48 %
60742,8285.586379579981,96.09 %
60686,8173.8186567094235,95.70 %
60591,8106.094534897071,95.31 %
60667,8020.780798159825,94.92 %
60635,7920.745575032754,94.53 %
60723,7810.305972903784,94.14 %
60699,7665.290696317712,93.75 %
60601,7658.885496608377,93.36 %
61135,7571.525117030541,92.97 %
60750,7488.524189405102,92.58 %
60720,7467.7821766653915,92.19 %
60791,7441.369041943792,91.80 %
60773,7402.856472921791,91.41 %
60747,7366.392621713338,91.02 %
60781,7334.928783092953,90.62 %
60649,7283.775777255129,90.23 %
60706,7275.752650096391,89.84 %
60691,7271.112772444832,89.45 %
60683,7270.653502740986,89.06 %
60733,7178.969419900789,88.67 %
60724,7171.7636027261005,88.28 %
60634,7171.126985700833,87.89 %
60753,7150.45635985907,87.50 %
61019,7124.146943937915,87.11 %
60737,7094.299270790748,86.72 %
60610,7090.974279678856,86.33 %
60673,7006.111658144872,85.94 %
60614,6998.699909329442,85.55 %
60738,6903.269657852836,85.16 %
60676,6823.982522990945,84.77 %
60698,6821.972390906266,84.38 %
60889,6775.953661492215,83.98 %
60608,6742.377251578147,83.59 %
60653,6719.454114806858,83.20 %
60812,6710.611854409576,82.81 %
60752,6675.449971609007,82.42 %
60606,6639.863405033105,82.03 %
59308,6632.696466751,81.64 %
49405,6622.17809471205,81.25 %
60777,6600.356178440741,80.86 %
60619,6582.1472383901255,80.47 %
60900,6581.231462015449,80.08 %
58586,6501.803257732948,79.69 %
60832,6424.313124328753,79.30 %
60790,6417.069526147523,78.91 %
58547,6398.594848466329,78.52 %
60661,6365.71760045477,78.12 %
60592,6356.392366169613,77.73 %
60766,6327.098101654338,77.34 %
60631,6308.031270217483,76.95 %
60876,6250.073140579863,76.56 %
60644,6223.87024062876,76.17 %
60787,6221.553428514895,75.78 %
60870,6206.588299200622,75.39 %
60722,6203.208211309155,75.00 %
60637,6199.53679555438,74.61 %
39200,6143.007943461627,74.22 %
60594,6140.250120816661,73.83 %
60652,6140.099184256858,73.44 %
58758,6108.7000322923095,73.05 %
60757,6022.188878394941,72.66 %
61041,5965.629939215092,72.27 %
60585,5963.743087794479,71.88 %
59137,5963.6298955615885,71.48 %
60703,5942.224534453571,71.09 %
60833,5941.879286135209,70.70 %
60590,5918.313185221126,70.31 %
60638,5893.8672467043725,69.92 %
61048,5892.437475379125,69.53 %
60730,5876.714134494851,69.14 %
60771,5867.6973346937075,68.75 %
60846,5848.418967897723,68.36 %
60895,5843.019211447603,67.97 %
60835,5837.80211922395,67.58 %
58610,5832.163979077984,67.19 %
61132,5823.9313284283635,66.80 %
39160,5813.8182575564415,66.41 %
60692,5752.6177851199855,66.02 %
60721,5751.759240636723,65.62 %
60671,5731.47386219518,65.23 %
60799,5727.458398642468,64.84 %
58822,5695.765686241075,64.45 %
48102,5694.385490342849,64.06 %
60775,5680.959318777945,63.67 %
60641,5660.045758988965,63.28 %
60755,5637.336238842728,62.89 %
60770,5577.340955436167,62.50 %
58575,5520.120744365027,62.11 %
60795,5469.022930235149,61.72 %
60624,5446.516167585911,61.33 %
60693,5444.586582471415,60.94 %
60774,5440.730377412854,60.55 %
60767,5436.799374766927,60.16 %
60625,5420.446569344905,59.77 %
60762,5419.426422777121,59.38 %
60581,5353.024751955171,58.98 %
60829,5321.63985294027,58.59 %
59140,5308.178293158711,58.20 %
8160,5293.565601142743,57.81 %
60678,5235.579956292604,57.42 %
58778,5233.946796494297,57.03 %
60792,5223.0638186931665,56.64 %
60604,5217.518789473636,56.25 %
60899,5211.330878891649,55.86 %
60694,5210.83047334654,55.47 %
60765,5177.382779442105,55.08 %
60734,5173.103348767392,54.69 %
60715,5136.105473822951,54.30 %
60776,5135.067610102429,53.91 %
49361,5111.078238719754,53.52 %
60696,5108.7680431142135,53.12 %
60761,5066.403659790604,52.73 %
60636,5062.148872358838,52.34 %
60688,5056.839512815606,51.95 %
60758,5053.965173872453,51.56 %
60617,5041.607430837352,51.17 %
60717,5039.134522025072,50.78 %
60788,5023.056134222057,50.39 %
61659,5005.128178674972,50.00 %
60647,4975.780852452193,49.61 %
60632,4975.461327529265,49.22 %
60587,4923.730519632032,48.83 %
60898,4913.6411500635795,48.44 %
60797,4885.735121437246,48.05 %
60794,4843.868227830759,47.66 %
60716,4836.317405664467,47.27 %
60891,4785.673763226302,46.88 %
60731,4783.802110415059,46.48 %
60622,4750.591780714466,46.09 %
60896,4738.5182580123965,45.70 %
60727,4734.296446707401,45.31 %
61046,4727.272560627903,44.92 %
60739,4692.6456287726705,44.53 %
60665,4661.177879821682,44.14 %
60611,4651.569773361964,43.75 %
61519,4612.484842197716,43.36 %
60769,4553.159151165431,42.97 %
60657,4516.268761814186,42.58 %
60593,4424.517638342531,42.19 %
60660,4422.725674251625,41.80 %
60705,4349.194098399014,41.41 %
47774,4324.350395240337,41.02 %
60599,4306.425834132007,40.62 %
60714,4275.846481161829,40.23 %
60719,4249.2351742442315,39.84 %
60639,4222.992663065563,39.45 %
60670,4219.695448021308,39.06 %
60839,4178.579231588094,38.67 %
60763,4080.2069473068746,38.28 %
60618,4072.659592595721,37.89 %
60793,4043.2510246876036,37.50 %
60710,4008.00711989616,37.11 %
60675,4005.1732775507676,36.72 %
58634,3994.023859884518,36.33 %
60643,3949.49573043187,35.94 %
48117,3881.031565964509,35.55 %
60668,3870.0178129625156,35.16 %
60810,3840.2694353647585,34.77 %
8318,3799.8465318009903,34.38 %
16304,3790.49885746765,33.98 %
49687,3789.5986903116673,33.59 %
60796,3752.3972253403363,33.20 %
60627,3727.8562661301935,32.81 %
60760,3709.137654958412,32.42 %
60595,3628.0221188953906,32.03 %
47937,3607.6744230609884,31.64 %
8317,3594.9636252854098,31.25 %
60642,3590.5019569020255,30.86 %
