case_id,mean_data,median_data,mode_data,try_number,pass_number,average_upload_times,test_cases_number
2161,95.45454545454545,100.0,100.0,40,40,1.1,2
2162,54.82473684210526,83.33500000000001,100.0,76,76,2.0,3
2163,51.80722891566265,50.0,100.0,40,40,2.075,2
2164,80.20833333333333,100.0,100.0,36,36,1.3333333333333333,2
2165,58.18181818181818,100.0,100.0,30,30,1.8333333333333333,1
2166,38.31578947368421,0.0,0.0,32,31,2.96875,5
2167,85.71428571428571,100.0,100.0,41,41,1.1951219512195121,1
2168,54.6474358974359,62.5,100.0,33,28,2.3636363636363638,8
2169,62.719298245614034,100.0,100.0,36,36,1.5833333333333333,4
2171,69.49152542372882,100.0,100.0,41,41,1.4390243902439024,3
2172,58.44444444444444,60.0,100.0,35,32,2.5714285714285716,5
2173,86.27450980392157,100.0,100.0,43,43,1.186046511627907,5
2174,49.05797101449275,50.0,100.0,43,32,3.2093023255813953,10
2175,43.28358208955224,0.0,0.0,26,25,2.576923076923077,1
2176,51.88953488372093,50.0,100.0,118,114,2.9152542372881354,2
2177,48.833333333333336,50.0,100.0|0.0,28,26,4.285714285714286,10
2178,56.09375,62.5,100.0,69,64,2.318840579710145,4
2179,91.83673469387755,100.0,100.0,38,38,1.2894736842105263,1
2180,29.537037037037038,20.0,20.0,53,40,4.0754716981132075,5
2181,78.62903225806451,100.0,100.0,45,45,1.3777777777777778,4
2182,75.0,100.0,100.0,40,40,1.3,5
2183,85.18518518518519,100.0,100.0,44,44,1.2272727272727273,4
2184,88.39285714285714,100.0,100.0,45,45,1.2444444444444445,4
2185,63.1578947368421,100.0,100.0,43,41,1.7674418604651163,4
2186,79.58333333333333,100.0,100.0,44,44,1.3636363636363635,4
2187,77.40118644067796,100.0,100.0,41,41,1.4390243902439024,3
2188,54.09836065573771,100.0,100.0,32,31,1.90625,2
2189,78.77358490566037,100.0,100.0,39,39,1.358974358974359,4
2190,56.96260273972603,83.33,83.33,32,27,4.5625,6
2192,68.33333333333333,100.0,100.0,40,40,1.5,4
2193,63.439516129032256,66.66499999999999,100.0,34,29,1.8235294117647058,3
2194,53.28947368421053,100.0,100.0,40,40,1.9,4
2195,77.27272727272727,100.0,100.0,37,37,1.4864864864864864,2
2196,29.666666666666668,10.0,0.0,13,10,4.615384615384615,10
2197,83.63636363636364,100.0,100.0,40,40,1.375,4
2198,25.07936507936508,0.0,0.0,21,13,3.0,5
2199,45.2212389380531,40.0,0.0,20,18,5.65,10
2200,56.15384615384615,60.0,100.0,30,27,3.466666666666667,10
2201,96.27906976744185,100.0,100.0,40,40,1.075,5
2202,58.9041095890411,100.0,100.0,39,39,1.8717948717948718,4
2203,58.55837837837838,100.0,100.0,36,35,2.0555555555555554,3
2204,60.810810810810814,100.0,100.0,42,42,1.7619047619047619,4
2205,70.43016129032259,100.0,100.0,40,38,1.55,2
2206,78.7353448275862,100.0,100.0,41,41,1.4146341463414633,3
2207,76.02350877192983,100.0,100.0,41,40,1.3902439024390243,3
2208,44.05791304347826,33.33,0.0,37,36,3.108108108108108,3
2209,39.6875,30.0,0.0,39,33,3.282051282051282,5
2210,45.16225806451613,66.67,0.0,34,34,4.5588235294117645,3
2211,75.25925925925925,100.0,100.0,74,72,1.8243243243243243,5
2212,92.0,100.0,100.0,43,43,1.1627906976744187,2
2213,54.54545454545455,100.0,100.0,25,25,1.76,1
2214,74.01169491525424,100.0,100.0,39,39,1.5128205128205128,3
2215,76.47058823529412,100.0,100.0,39,38,1.3076923076923077,3
2216,63.61788617886179,75.0,100.0,59,58,2.0847457627118646,4
2217,91.45307692307692,100.0,100.0,34,34,1.1470588235294117,3
2218,77.40135593220339,100.0,100.0,41,40,1.4390243902439024,3
2219,81.35593220338983,100.0,100.0,42,41,1.4047619047619047,4
2220,48.10606060606061,37.5,100.0,12,10,2.75,8
2221,50.53741935483871,41.665,100.0,25,25,2.48,6
2222,62.295081967213115,80.0,100.0,27,26,2.259259259259259,5
2223,69.90708333333333,100.0,100.0,41,40,1.7560975609756098,4
2224,58.518,66.67,100.0,39,39,2.3076923076923075,3
2225,62.64362068965517,100.0,100.0,32,32,1.8125,3
2226,84.31372549019608,100.0,100.0,42,41,1.2142857142857142,3
2227,59.64881578947369,66.67,100.0,31,26,2.4516129032258065,3
2228,78.7236170212766,100.0,100.0,32,32,1.46875,3
2229,84.6668,100.0,100.0,39,39,1.2820512820512822,3
2230,93.33333333333333,100.0,100.0,40,40,1.125,2
2231,58.108108108108105,75.0,100.0,38,38,2.9210526315789473,4
2232,44.605866666666664,36.36,0.0,15,15,5.0,11
2233,43.30763779527559,50.0,50.0,19,17,6.684210526315789,6
2234,18.53065789473684,0.0,0.0,14,14,10.857142857142858,6
2235,53.735689655172415,66.67,100.0,20,19,2.9,3
2236,53.845,33.33,33.33,29,27,2.689655172413793,3
2237,66.07142857142857,100.0,100.0,34,33,1.6470588235294117,4
2238,83.33326086956522,100.0,100.0,37,37,1.2432432432432432,3
2239,67.6056338028169,75.0,100.0,26,26,2.730769230769231,4
2240,84.54545454545455,100.0,100.0,37,37,1.4864864864864864,4
2241,88.54166666666667,100.0,100.0,35,35,1.3714285714285714,4
2242,83.66019607843137,100.0,100.0,38,38,1.3421052631578947,3
2243,85.27093023255814,100.0,100.0,31,31,1.3870967741935485,3
2244,69.73684210526316,100.0,100.0,32,32,1.78125,4
2245,95.2127659574468,100.0,100.0,42,42,1.119047619047619,4
2246,78.36065573770492,100.0,100.0,36,36,1.6944444444444444,5
2247,72.85714285714286,100.0,100.0,30,30,1.8666666666666667,2
2248,70.07575757575758,100.0,100.0,37,37,1.7837837837837838,4
2249,75.89285714285714,100.0,100.0,33,33,1.696969696969697,4
2250,68.54838709677419,100.0,100.0,35,34,1.7714285714285714,2
2251,63.855421686746986,100.0,100.0,41,41,2.024390243902439,1
2252,66.66666666666667,100.0,100.0,41,40,1.7560975609756098,4
2253,39.24025316455696,0.0,0.0,26,25,3.0384615384615383,3
2254,45.0,40.0,0.0,23,20,6.434782608695652,10
2264,19.75609756097561,0.0,0.0,16,15,7.6875,10
2265,40.16393442622951,50.0,0.0,18,16,3.388888888888889,2
2266,43.02255813953489,33.33,33.33|0.0,12,10,3.5833333333333335,6
2273,64.78632478632478,80.0,100.0,42,38,2.7857142857142856,5
2275,58.02462962962963,66.67,100.0,27,26,2.0,3
2276,65.08333333333333,77.5,100.0,30,29,2.0,4
2277,65.75,80.0,100.0,30,30,2.6666666666666665,5
2278,75.83333333333333,100.0,100.0,42,42,1.4285714285714286,4
2279,70.34482758620689,80.0,100.0,42,41,2.0714285714285716,5
2280,89.58333333333333,100.0,100.0,42,42,1.1428571428571428,3
2281,61.83671428571429,100.0,100.0,43,43,1.627906976744186,7
2282,93.91891891891892,100.0,100.0,32,32,1.15625,4
2283,80.35087719298245,100.0,100.0,44,44,1.2954545454545454,5
2284,83.33333333333333,100.0,100.0,41,41,1.9024390243902438,5
2285,85.36585365853658,100.0,100.0,36,36,1.1388888888888888,3
2286,68.63636363636364,100.0,100.0,25,25,1.76,5
2287,65.27272727272727,60.0,60.0,39,38,2.8205128205128207,5
2288,58.666199999999996,75.0,100.0,23,20,2.1739130434782608,6
2289,61.86046511627907,80.0,100.0,20,18,2.15,5
2290,50.0,50.0,0.0|100.0,44,43,2.1363636363636362,4
2291,64.11764705882354,100.0,100.0,18,18,1.8888888888888888,5
2292,83.33333333333333,100.0,100.0,22,22,1.5,2
2293,96.08695652173913,100.0,100.0,40,40,1.15,5
2294,67.87878787878788,80.0,100.0,27,27,2.4444444444444446,5
2295,63.8235294117647,80.0,100.0,27,25,2.5185185185185186,5
2296,63.095238095238095,75.0,100.0,43,42,2.441860465116279,4
2297,67.5,100.0,100.0,40,39,1.8,5
2298,99.33333333333333,100.0,100.0,29,29,1.0344827586206897,5
2299,73.02325581395348,100.0,100.0,25,24,1.72,5
2300,70.58823529411765,80.0,100.0,21,20,2.4285714285714284,5
2301,70.23785714285714,83.33,100.0,22,20,1.9090909090909092,6
2302,99.35483870967742,100.0,100.0,29,29,1.0689655172413792,5
2303,32.21830985915493,0.0,0.0,15,15,4.733333333333333,8
2304,43.880208333333336,25.0,0.0,68,66,2.823529411764706,4
2305,52.662241379310345,44.44,100.0,20,16,2.9,9
2306,48.756268656716415,33.33,0.0,33,31,2.0303030303030303,3
2307,74.02597402597402,100.0,100.0,45,44,1.711111111111111,4
2308,64.72225,100.0,100.0,62,59,1.935483870967742,6
2309,32.638888888888886,0.0,0.0,15,15,3.6,8
2310,46.578947368421055,50.0,0.0,23,21,6.608695652173913,5
2311,51.4367816091954,75.0,75.0,24,18,3.625,4
2312,80.75396825396825,87.5,100.0,32,30,1.96875,8
2313,49.333333333333336,60.0,0.0,33,26,5.454545454545454,5
2314,56.6666,100.0,100.0,30,30,1.6666666666666667,3
2315,73.33333333333333,100.0,100.0,30,30,1.5,5
2316,26.511627906976745,10.0,0.0,12,11,3.5833333333333335,10
2317,82.08333333333333,100.0,100.0,34,34,1.411764705882353,5
2318,49.09596899224806,50.0,50.0,21,18,6.142857142857143,6
2319,59.726027397260275,100.0,100.0,36,36,2.0277777777777777,5
2320,54.45544554455446,60.0,100.0,35,35,2.8857142857142857,5
2321,53.57142857142857,70.0,100.0,27,27,2.074074074074074,5
2322,65.96491228070175,100.0,100.0,35,34,1.6285714285714286,5
2323,85.26315789473684,100.0,100.0,40,40,1.425,5
2324,67.54098360655738,80.0,100.0,30,30,2.033333333333333,5
2325,60.64,80.0,100.0,44,42,2.840909090909091,5
2326,77.0,100.0,100.0,28,28,1.4285714285714286,5
2327,59.625,80.0,100.0,39,38,2.051282051282051,4
2328,63.191489361702125,80.0,100.0,38,38,2.473684210526316,5
2329,58.775510204081634,80.0,100.0,26,25,1.8846153846153846,5
2330,37.40157480314961,25.0,0.0,32,29,3.96875,4
2331,58.51063829787234,70.0,100.0,20,18,2.35,10
2332,76.78571428571429,100.0,100.0,24,24,1.75,4
2333,50.51282051282051,80.0,0.0,43,43,2.7209302325581395,4
2334,66.66666666666667,100.0,100.0,43,42,1.813953488372093,4
2335,77.83783783783784,100.0,100.0,88,87,1.6818181818181819,5
2336,44.87951807228916,0.0,0.0,34,34,2.4411764705882355,4
2337,37.878787878787875,0.0,0.0,17,14,3.8823529411764706,10
2338,81.69642857142857,100.0,100.0,43,41,1.302325581395349,4
2339,75.1241791044776,100.0,100.0,85,83,1.576470588235294,6
2340,72.44897959183673,100.0,100.0,79,77,1.860759493670886,4
2341,78.50746268656717,100.0,100.0,41,40,1.6341463414634145,5
2342,50.56168539325843,33.33,100.0,42,42,2.119047619047619,3
2343,85.71428571428571,100.0,100.0,6,6,1.1666666666666667,1
2344,63.943661971830984,100.0,100.0,42,42,1.6904761904761905,5
2345,71.86744680851064,100.0,100.0,88,87,1.6022727272727273,6
2346,61.11128205128205,100.0,100.0,39,39,2.0,3
2347,50.32573529411765,44.44,100.0|33.33,16,14,4.25,9
2348,64.44444444444444,71.43,100.0,18,16,2.5,7
2349,66.66666666666667,100.0,100.0,34,34,1.5,1
2350,43.77777777777778,40.0,100.0|0.0,17,13,2.6470588235294117,10
2351,35.0,20.0,0.0,18,17,3.7777777777777777,5
2352,75.00026315789474,100.0,100.0,25,24,1.52,6
2353,53.233582089552236,66.67,100.0,20,20,3.35,3
2354,50.456382978723404,42.86,100.0,19,18,2.473684210526316,7
2355,52.38095238095238,50.0,100.0,17,17,2.4705882352941178,4
2356,58.064516129032256,60.0,100.0,43,41,2.1627906976744184,5
2357,89.79591836734694,100.0,100.0,43,43,1.1395348837209303,3
2358,69.35483870967742,100.0,100.0,43,43,1.441860465116279,4
2359,74.61538461538461,100.0,100.0,43,43,1.5116279069767442,4
2360,84.44444444444444,100.0,100.0,29,29,1.5517241379310345,5
2361,82.6086956521739,100.0,100.0,33,31,1.393939393939394,5
2362,74.13793103448276,100.0,100.0,33,33,1.7575757575757576,6
2363,75.63636363636364,100.0,100.0,40,40,1.375,5
2364,80.0,100.0,100.0,31,31,1.2903225806451613,5
2365,67.53731343283582,100.0,100.0,38,38,1.763157894736842,4
2367,80.88235294117646,100.0,100.0,38,38,1.7894736842105263,5
2368,29.807692307692307,0.0,0.0,40,36,3.9,4
2369,53.01204819277108,80.0,100.0,37,37,2.2432432432432434,5
2370,66.33333333333333,100.0,100.0,35,34,1.7142857142857142,5
2371,76.27118644067797,100.0,100.0,44,44,1.3409090909090908,4
2372,71.15384615384616,100.0,100.0,39,39,2.0,4
2373,71.72619047619048,75.0,100.0,39,39,2.1538461538461537,4
2374,58.582089552238806,100.0,100.0,77,75,1.7402597402597402,4
2375,51.25,60.0,0.0,25,24,3.84,5
2376,64.59821428571429,80.0,100.0|80.0,36,33,3.111111111111111,4
2377,49.999883720930235,33.33,100.0,37,36,2.324324324324324,3
2378,49.92805755395683,60.0,0.0,39,38,3.5641025641025643,5
2379,72.83018867924528,100.0,100.0,31,31,1.7096774193548387,5
2381,51.504444444444445,50.0,100.0,35,35,2.057142857142857,3
2382,61.111111111111114,80.0,100.0,33,32,2.1818181818181817,5
2383,52.54237288135593,60.0,100.0,19,15,3.1052631578947367,5
2384,69.81132075471699,100.0,100.0,35,35,1.5142857142857142,4
2385,65.35714285714286,100.0,100.0,38,38,1.8421052631578947,4
2386,80.37974683544304,100.0,100.0,42,42,1.880952380952381,4
2387,51.765799256505574,50.0,100.0,118,114,2.2796610169491527,4
2388,96.80851063829788,100.0,100.0,44,44,1.0681818181818181,4
2389,66.66666666666667,100.0,100.0,44,44,1.5681818181818181,4
2390,44.51327433628319,40.0,0.0,16,16,7.0625,10
2391,95.13888888888889,100.0,100.0,34,34,1.0588235294117647,4
2392,89.42307692307692,100.0,100.0,44,44,1.1818181818181819,4
2393,77.27272727272727,100.0,100.0,36,35,1.8333333333333333,4
2394,59.25925925925926,100.0,100.0,44,44,1.8409090909090908,4
2395,56.962025316455694,100.0,100.0,44,44,1.7954545454545454,4
2396,44.444375,0.0,0.0,39,39,2.4615384615384617,3
2397,49.06542056074766,50.0,0.0|80.0,42,34,5.095238095238095,10
2398,53.20519230769231,50.0,100.0,22,22,2.3636363636363638,6
2399,37.264150943396224,0.0,0.0,37,34,2.864864864864865,4
2400,46.15338461538462,50.0,0.0,21,17,3.0952380952380953,6
2401,82.16216216216216,100.0,100.0,30,30,1.2333333333333334,5
2402,90.0,100.0,100.0,36,36,1.1111111111111112,1
2403,70.15873015873017,100.0,100.0,39,39,1.6153846153846154,5
2404,65.98673469387755,83.33,100.0,23,20,2.130434782608696,6
2405,63.0,80.0,100.0,26,24,2.3076923076923075,5
2406,46.8333,41.665,100.0,36,28,2.7777777777777777,6
2407,69.03225806451613,100.0,100.0,36,35,1.7222222222222223,5
2408,64.0,80.0,100.0,35,34,2.2857142857142856,5
2409,70.66666666666667,100.0,100.0,37,37,2.027027027027027,5
2410,70.61224489795919,100.0,100.0,51,50,1.9215686274509804,5
2411,72.61904761904762,100.0,100.0,37,36,1.7027027027027026,4
2412,46.2962962962963,33.33,0.0,21,19,2.5714285714285716,3
2413,71.9298245614035,100.0,100.0,36,36,1.5833333333333333,5
2414,83.87096774193549,100.0,100.0,48,48,1.2916666666666667,5
2415,67.90123456790124,100.0,100.0,47,45,1.7234042553191489,5
2416,73.38709677419355,100.0,100.0,33,33,1.878787878787879,4
2417,93.84615384615384,100.0,100.0,44,44,1.1818181818181819,5
2418,89.6875,100.0,100.0,51,50,1.2549019607843137,5
2419,81.22448979591837,100.0,100.0,39,39,1.2564102564102564,5
2420,86.667,100.0,100.0,39,39,1.2820512820512822,6
2421,73.59337662337663,100.0,100.0,40,40,1.925,6
2422,79.16666666666667,100.0,100.0,37,36,1.2972972972972974,1
2423,72.92307692307692,100.0,100.0,44,44,1.4772727272727273,5
2424,92.12962962962963,100.0,100.0,44,44,1.2272727272727273,4
2425,75.37878787878788,100.0,100.0,44,44,1.5,4
2426,97.87234042553192,100.0,100.0,44,44,1.0681818181818181,5
2427,80.3921568627451,100.0,100.0,40,40,1.275,4
2428,68.85245901639344,100.0,100.0,41,41,1.4878048780487805,4
2429,91.11111111111111,100.0,100.0,39,39,1.1538461538461537,5
2430,81.01694915254237,100.0,100.0,42,42,1.4047619047619047,5
2431,58.68852459016394,60.0,100.0,21,20,2.9047619047619047,5
2432,82.4,100.0,100.0,35,34,1.4285714285714286,5
2433,66.78321678321679,100.0,100.0,83,82,1.7228915662650603,2
2434,80.57971014492753,100.0,100.0,35,34,1.9714285714285715,5
2435,95.1219512195122,100.0,100.0,36,36,1.1388888888888888,6
2436,78.125,100.0,100.0,43,43,1.4883720930232558,2
2437,35.26315789473684,0.0,0.0,26,25,2.923076923076923,5
2438,78.125,100.0,100.0,42,42,1.5238095238095237,5
2439,71.75,100.0,100.0,59,56,1.694915254237288,4
2440,79.5031055900621,100.0,100.0,114,114,1.412280701754386,5
2441,87.6923076923077,100.0,100.0,74,74,1.2297297297297298,5
2442,79.58974358974359,100.0,100.0,128,127,1.5234375,5
2443,83.21428571428571,100.0,100.0,39,38,1.435897435897436,5
2444,60.53847533632287,66.67,100.0,100,99,2.23,3
2445,68.40764331210191,100.0,100.0,85,82,1.8470588235294119,5
2446,71.15384615384616,100.0,100.0,35,33,1.4857142857142858,5
2447,58.85421875,100.0,100.0,37,37,1.7297297297297298,6
2448,79.15492957746478,100.0,100.0,43,42,1.6511627906976745,5
2449,74.17823943661972,100.0,100.0,85,84,1.6705882352941177,6
2450,81.02189781021897,100.0,100.0,85,83,1.611764705882353,5
2451,77.88617886178862,100.0,100.0,87,86,1.4137931034482758,5
2452,81.84615384615384,100.0,100.0,48,47,1.3541666666666667,5
2453,86.0377358490566,100.0,100.0,42,42,1.2619047619047619,5
2454,91.44934782608695,100.0,100.0,38,38,1.2105263157894737,6
2455,46.81481481481482,20.0,0.0,55,52,2.4545454545454546,5
2456,91.0,100.0,100.0,91,90,1.3186813186813187,5
2457,55.7145,50.0,100.0,21,20,1.9047619047619047,6
2458,73.84615384615384,100.0,100.0,25,23,1.56,5
2459,56.0,60.0,100.0,33,31,2.5757575757575757,5
2460,73.71428571428571,100.0,100.0,24,24,1.4583333333333333,5
2461,92.97872340425532,100.0,100.0,82,82,1.146341463414634,5
2462,76.85185185185185,80.0,100.0,40,38,2.7,5
2463,76.43835616438356,100.0,100.0,41,41,1.7804878048780488,5
2464,86.38655462184875,100.0,100.0,83,82,1.4337349397590362,5
2465,73.78378378378379,100.0,100.0,41,41,1.8048780487804879,5
2466,81.21666666666667,100.0,100.0,42,42,1.5,6
2467,88.78504672897196,100.0,100.0,92,91,1.1630434782608696,4
2468,55.12820512820513,100.0,100.0,44,43,1.7727272727272727,4
2469,69.0625,100.0,100.0,34,33,1.8823529411764706,5
2470,48.69565217391305,20.0,100.0|0.0,33,33,2.090909090909091,5
2471,60.45454545454545,60.0,100.0,38,36,2.3157894736842106,5
2472,62.95454545454545,90.0,100.0,43,43,2.046511627906977,5
2473,73.57142857142857,100.0,100.0,34,34,1.6470588235294117,5
2474,68.75,100.0,100.0,41,40,1.5609756097560976,4
2475,88.88888888888889,100.0,100.0,48,46,1.125,5
2476,71.2366129032258,100.0,100.0,46,44,1.3478260869565217,6
2477,59.593023255813954,75.0,100.0,36,36,2.388888888888889,4
2478,74.13793103448276,100.0,100.0,43,43,1.3488372093023255,5
2479,30.521472392638035,0.0,0.0,43,41,3.7906976744186047,4
2480,58.108108108108105,100.0,100.0,43,43,1.7209302325581395,4
2481,83.63636363636364,100.0,100.0,44,44,1.25,5
2482,66.58823529411765,80.0,100.0,38,38,2.236842105263158,5
2483,84.4,100.0,100.0,37,37,1.3513513513513513,5
2484,64.51612903225806,75.0,100.0,38,36,2.4473684210526314,4
2485,67.9245283018868,100.0,100.0,36,36,1.4722222222222223,4
2486,59.642857142857146,100.0,100.0,31,30,1.8064516129032258,5
2487,56.73076923076923,87.5,100.0,36,36,2.1666666666666665,4
2488,58.48101265822785,100.0,100.0,42,41,1.880952380952381,5
2489,76.66666666666667,100.0,100.0,85,85,1.411764705882353,2
2490,79.61904761904762,100.0,100.0,81,81,1.2962962962962963,5
2491,89.79591836734694,100.0,100.0,41,40,1.1951219512195121,2
2492,74.63414634146342,80.0,100.0,21,20,1.9523809523809523,5
2493,82.5,100.0,100.0,40,40,1.2,5
2494,91.04895104895105,100.0,100.0,127,127,1.125984251968504,5
2495,73.01587301587301,100.0,100.0,37,37,1.7027027027027026,2
2496,66.88524590163935,100.0,100.0,32,31,1.90625,5
2497,72.22222222222223,100.0,100.0,34,34,1.588235294117647,1
2498,86.0377358490566,100.0,100.0,42,42,1.2619047619047619,5
2499,57.81818181818182,60.0,60.0,35,32,4.714285714285714,5
2500,56.25,100.0,100.0,80,78,1.8,1
2501,86.23195652173914,100.0,100.0,37,37,1.2432432432432432,6
2502,57.0,60.0,100.0,37,34,2.7027027027027026,5
2503,30.56,0.0,0.0,29,28,4.310344827586207,5
2504,39.61538461538461,0.0,0.0,43,43,2.4186046511627906,5
2505,71.89189189189189,100.0,100.0,43,41,1.7209302325581395,5
2506,78.28947368421052,100.0,100.0,79,79,1.9240506329113924,5
2508,46.666666666666664,40.0,0.0,25,22,2.64,5
2509,78.97435897435898,100.0,100.0,31,31,1.2580645161290323,5
2510,56.0,40.0,100.0,11,9,2.272727272727273,5
2511,50.45454545454545,40.0,100.0,38,37,2.3157894736842106,5
2512,84.48979591836735,100.0,100.0,38,38,1.2894736842105263,5
2513,78.10344827586206,100.0,100.0,83,83,1.3975903614457832,5
2514,80.16129032258064,100.0,100.0,87,86,1.4252873563218391,5
2515,82.9934693877551,100.0,100.0,37,37,1.3243243243243243,6
2516,92.34042553191489,100.0,100.0,40,40,1.175,5
2517,91.42857142857143,100.0,100.0,42,42,1.1666666666666667,5
2518,71.04477611940298,100.0,100.0,35,34,1.9142857142857144,5
2519,75.65217391304348,100.0,100.0,38,38,1.8157894736842106,5
2520,64.25086956521739,100.0,100.0,41,40,1.6829268292682926,3
2521,52.524848484848484,33.33,100.0,32,32,2.0625,3
2522,69.04109589041096,100.0,100.0,84,84,1.7380952380952381,5
2523,75.48076923076923,100.0,100.0,77,76,1.3506493506493507,2
2524,35.55555555555556,20.0,0.0,20,19,3.6,5
