user_id,case_id,upload_id
48117,2121,241953
48117,2121,241957
48117,2121,241958
48117,2122,242120
48117,2127,237006
48117,2134,237095
48117,2140,295380
48117,2140,295381
48117,2140,295382
48117,2140,295383
48117,2140,295388
48117,2140,295389
48117,2141,295396
48117,2141,295397
48117,2142,295416
48117,2142,295417
48117,2142,295422
48117,2142,295431
48117,2145,295455
48117,2152,270976
48117,2152,270977
48117,2152,270978
48117,2152,270979
48117,2152,270980
48117,2152,270984
48117,2152,270986
48117,2152,274808
48117,2152,274812
48117,2153,237135
48117,2153,237146
48117,2153,237154
48117,2153,237166
48117,2164,255090
48117,2164,255091
48117,2164,255097
48117,2164,255101
48117,2164,255107
48117,2169,295568
48117,2169,295570
48117,2169,295572
48117,2169,295573
48117,2169,297118
48117,2169,297119
48117,2169,297121
48117,2169,297122
48117,2169,297123
48117,2169,297124
48117,2171,297136
48117,2171,297140
48117,2171,297144
48117,2171,297146
48117,2171,297150
48117,2173,297159
48117,2176,255176
48117,2176,255301
48117,2176,255302
48117,2176,255304
48117,2176,255313
48117,2176,255316
48117,2176,255318
48117,2176,255319
48117,2176,255320
48117,2176,255327
48117,2176,255329
48117,2176,255333
48117,2176,257034
48117,2176,257044
48117,2177,251151
48117,2179,257060
48117,2180,251174
48117,2180,251177
48117,2180,255018
48117,2180,255019
48117,2180,255020
48117,2180,255029
48117,2180,255030
48117,2180,255053
48117,2180,255056
48117,2180,255059
48117,2180,255070
48117,2180,255078
48117,2180,255083
48117,2180,255084
48117,2180,259511
48117,2180,259516
48117,2180,259517
48117,2180,259519
48117,2180,259545
48117,2180,259547
48117,2180,259551
48117,2180,259560
48117,2180,259565
48117,2180,259568
48117,2180,259605
48117,2180,259606
48117,2181,274907
48117,2181,274909
48117,2181,274910
48117,2181,274911
48117,2181,274912
48117,2181,274913
48117,2181,274914
48117,2181,274915
48117,2181,274917
48117,2181,274921
48117,2182,274930
48117,2182,274940
48117,2182,274941
48117,2182,274944
48117,2182,274952
48117,2182,287568
48117,2182,287592
48117,2182,287692
48117,2183,287706
48117,2183,287716
48117,2184,287741
48117,2185,287775
48117,2186,289590
48117,2188,251436
48117,2188,251440
48117,2188,251455
48117,2188,251459
48117,2188,251468
48117,2188,252913
48117,2188,252918
48117,2188,252921
48117,2188,252936
48117,2188,252950
48117,2188,252959
48117,2188,252963
48117,2188,252984
48117,2188,253003
48117,2188,253022
48117,2188,253038
48117,2188,253043
48117,2190,253297
48117,2190,253300
48117,2190,253305
48117,2190,253308
48117,2190,253310
48117,2190,253313
48117,2190,253317
48117,2190,253319
48117,2190,253324
48117,2190,253334
48117,2190,253337
48117,2190,253338
48117,2190,253341
48117,2190,253342
48117,2190,253344
48117,2198,259721
48117,2198,259725
48117,2198,259742
48117,2198,259772
48117,2198,261355
48117,2198,261368
48117,2198,261370
48117,2198,261403
48117,2198,261406
48117,2198,261412
48117,2198,261414
48117,2198,261416
48117,2198,261418
48117,2198,261419
48117,2198,261420
48117,2198,261422
48117,2198,261424
48117,2198,261430
48117,2198,261431
48117,2198,261434
48117,2198,261436
48117,2198,261437
48117,2198,261440
48117,2198,261443
48117,2198,261444
48117,2198,261445
48117,2198,261446
48117,2198,261447
48117,2198,261448
48117,2198,261449
48117,2198,261453
48117,2198,261454
48117,2198,261455
48117,2198,261456
48117,2198,261457
48117,2198,261458
48117,2198,261460
48117,2198,261468
48117,2198,261473
48117,2199,261648
48117,2199,261653
48117,2199,261671
48117,2199,261674
48117,2199,261700
48117,2199,261702
48117,2199,261703
48117,2199,261706
48117,2199,261710
48117,2199,261717
48117,2199,261719
48117,2199,261722
48117,2199,261726
48117,2199,261728
48117,2199,261729
48117,2199,261732
48117,2199,261736
48117,2199,261739
48117,2199,261743
48117,2199,261744
48117,2199,261746
48117,2199,261747
48117,2199,261749
48117,2199,261750
48117,2199,261751
48117,2199,261753
48117,2199,261756
48117,2199,261760
48117,2199,261761
48117,2199,261762
48117,2199,261763
48117,2199,261764
48117,2199,261765
48117,2199,261769
48117,2199,261770
48117,2199,261771
48117,2199,261773
48117,2199,261776
48117,2199,261777
48117,2199,261778
48117,2199,261779
48117,2199,261780
48117,2199,261781
48117,2199,261782
48117,2199,261783
48117,2199,261784
48117,2199,261785
48117,2199,261787
48117,2199,261788
48117,2199,261789
48117,2200,261808
48117,2200,261812
48117,2200,261814
48117,2200,261815
48117,2200,261816
48117,2200,261820
48117,2200,261821
48117,2200,261822
48117,2200,261824
48117,2200,262813
48117,2200,262817
48117,2200,262843
48117,2200,262847
48117,2203,257101
48117,2203,257102
48117,2203,257105
48117,2203,257112
48117,2203,257115
48117,2203,257126
48117,2203,257128
48117,2203,257131
48117,2203,257136
48117,2203,257140
48117,2203,263625
48117,2209,263612
48117,2209,263613
48117,2209,263614
48117,2209,263617
48117,2209,263618
48117,2209,263620
48117,2209,263621
48117,2209,263622
48117,2209,263624
48117,2211,263858
48117,2211,263878
48117,2211,263965
48117,2211,264006
48117,2211,264031
48117,2211,264033
48117,2211,264037
48117,2211,264038
48117,2211,265368
48117,2211,265385
48117,2211,265401
48117,2211,265408
48117,2211,265411
48117,2211,265413
48117,2211,265416
48117,2211,265422
48117,2211,265423
48117,2211,265456
48117,2211,265458
48117,2211,265464
48117,2211,265472
48117,2211,265479
48117,2211,265493
48117,2211,265505
48117,2211,265508
48117,2212,289605
48117,2212,289610
48117,2252,269134
48117,2252,269148
48117,2252,269150
48117,2252,269161
48117,2252,269164
48117,2252,269194
48117,2252,269198
48117,2278,270803
48117,2278,270806
48117,2279,270807
48117,2279,270809
48117,2280,270812
48117,2280,270813
48117,2283,270815
48117,2307,234960
48117,2307,234961
48117,2307,234967
48117,2307,234969
48117,2338,265530
48117,2338,265532
48117,2338,265540
48117,2339,266574
48117,2339,266579
48117,2339,266585
48117,2339,266590
48117,2339,266607
48117,2339,266613
48117,2339,266621
48117,2339,266623
48117,2339,266628
48117,2339,266632
48117,2339,266650
48117,2339,266652
48117,2339,266655
48117,2339,266657
48117,2339,266688
48117,2339,266692
48117,2339,266695
48117,2339,266697
48117,2339,266699
48117,2339,266701
48117,2339,266720
48117,2339,266726
48117,2339,266728
48117,2339,266731
48117,2339,266736
48117,2339,266742
48117,2339,266747
48117,2339,266748
48117,2339,266753
48117,2339,266758
48117,2339,266761
48117,2339,266765
48117,2340,266833
48117,2341,267920
48117,2341,267922
48117,2341,267931
48117,2341,267934
48117,2341,267948
48117,2341,268004
48117,2342,266447
48117,2342,266457
48117,2342,266468
48117,2342,266484
48117,2342,266491
48117,2342,266495
48117,2342,266502
48117,2342,266505
48117,2342,266511
48117,2342,266512
48117,2342,266514
48117,2342,266517
48117,2342,266522
48117,2342,266527
48117,2342,266535
48117,2344,266781
48117,2344,266785
48117,2344,266787
48117,2344,266789
48117,2344,266791
48117,2344,266792
48117,2345,267850
48117,2345,267862
48117,2345,267869
48117,2345,267871
48117,2345,267873
48117,2345,267876
48117,2346,266908
48117,2346,266913
48117,2346,266914
48117,2346,266920
48117,2346,266926
48117,2346,266929
48117,2346,266932
48117,2346,266933
48117,2346,266935
48117,2346,266937
48117,2356,268114
48117,2356,268116
48117,2356,268176
48117,2356,268184
48117,2356,268296
48117,2356,268298
48117,2356,268341
48117,2356,268365
48117,2356,268368
48117,2356,268371
48117,2357,268392
48117,2357,268396
48117,2358,268413
48117,2358,268416
48117,2358,268420
48117,2358,268424
48117,2358,268436
48117,2358,268441
48117,2359,268489
48117,2371,268571
48117,2371,268574
48117,2371,268576
48117,2373,268623
48117,2373,268628
48117,2373,268642
48117,2373,269064
48117,2373,269065
48117,2373,269097
48117,2373,269104
48117,2373,269105
48117,2373,269117
48117,2386,269251
48117,2386,269255
48117,2386,269268
48117,2386,269271
48117,2387,270888
48117,2387,270891
48117,2387,270892
48117,2387,270895
48117,2388,269289
48117,2389,269320
48117,2389,269323
48117,2389,269325
48117,2389,269336
48117,2389,269337
48117,2389,269338
48117,2389,269342
48117,2389,269343
48117,2389,269345
48117,2392,269358
48117,2394,269403
48117,2394,269406
48117,2395,269410
48117,2395,269411
48117,2395,270398
48117,2395,270401
48117,2395,270407
48117,2395,270410
48117,2395,270416
48117,2395,270420
48117,2396,270936
48117,2396,270937
48117,2396,270938
48117,2396,270939
48117,2412,270859
48117,2412,270860
48117,2412,270861
48117,2412,270862
48117,2412,270863
48117,2412,270864
48117,2412,270865
48117,2412,270867
48117,2412,270868
48117,2412,270870
48117,2412,270871
48117,2412,270872
48117,2423,270817
48117,2424,270819
48117,2425,270828
48117,2425,270830
48117,2425,270835
48117,2426,270838
48117,2438,236973
48117,2440,270966
48117,2441,270968
48117,2442,236975
48117,2444,274814
48117,2444,274828
48117,2444,274830
48117,2445,245661
48117,2445,245673
48117,2445,245675
48117,2449,245716
48117,2449,245718
48117,2449,245719
48117,2449,245721
48117,2450,245750
48117,2450,245752
48117,2450,245753
48117,2450,245764
48117,2450,245771
48117,2450,245773
48117,2450,245774
48117,2450,245775
48117,2450,245776
48117,2450,245777
48117,2450,245780
48117,2450,245784
48117,2450,245786
48117,2450,245788
48117,2450,245790
48117,2450,245793
48117,2450,245794
48117,2450,245796
48117,2450,245797
48117,2451,245803
48117,2451,245810
48117,2451,245815
48117,2453,245824
48117,2454,245826
48117,2454,245827
48117,2454,245828
48117,2454,245830
48117,2461,245831
48117,2462,245841
48117,2462,245843
48117,2462,245845
48117,2462,245847
48117,2462,245851
48117,2462,245852
48117,2462,245854
48117,2462,245856
48117,2462,245857
48117,2462,245859
48117,2463,245885
48117,2463,245887
48117,2463,245890
48117,2464,245901
48117,2464,245902
48117,2464,245904
48117,2464,245909
48117,2464,245913
48117,2465,245950
48117,2465,245954
48117,2465,245956
48117,2465,245960
48117,2466,263721
48117,2466,263722
48117,2466,263729
48117,2466,263746
48117,2467,263801
48117,2467,263810
48117,2474,289616
48117,2474,289617
48117,2482,289697
48117,2482,289703
48117,2490,270911
48117,2494,268496
48117,2498,268548
48117,2505,242174
48117,2505,242178
48117,2505,242184
48117,2506,242237
48117,2506,242238
48117,2506,242239
48117,2506,242240
48117,2506,242241
48117,2506,242244
48117,2506,242247
48117,2506,242252
48117,2506,242253
48117,2506,242255
48117,2506,242257
48117,2506,242263
48117,2506,245350
48117,2506,245352
48117,2506,245353
48117,2506,245361
48117,2506,245367
48117,2506,245368
48117,2506,245369
48117,2506,245371
48117,2506,245372
48117,2506,245373
48117,2506,245374
48117,2514,245384
48117,2527,270515
48117,2527,270519
48117,2527,270522
48117,2527,270523
48117,2527,270532
48117,2527,270533
48117,2527,270534
48117,2527,270549
48117,2527,270556
48117,2527,270562
48117,2527,270577
48117,2527,270582
48117,2527,270585
48117,2527,270599
48117,2527,270600
48117,2527,270602
48117,2530,249350
48117,2530,249358
48117,2530,249435
48117,2530,249440
48117,2530,249444
48117,2530,249460
48117,2530,249462
48117,2531,249468
48117,2531,249473
48117,2534,270952
48117,2535,270964
48117,2537,245446
48117,2537,245447
48117,2537,245451
48117,2537,245452
48117,2537,245457
48117,2537,245458
48117,2537,245464
48117,2537,245465
48117,2537,245468
48117,2537,245469
48117,2542,245606
48117,2547,295478
48117,2548,295492
48117,2548,295496
48117,2548,295503
48117,2548,295505
48117,2548,295507
48117,2548,295510
48117,2548,295512
48117,2548,295522
48117,2548,295524
48117,2548,295531
48117,2548,295532
48117,2548,295533
48117,2548,295534
48117,2548,295536
48117,2548,295537
48117,2548,295538
48117,2548,295540
48117,2548,295541
48117,2548,295542
48117,2548,295543
48117,2548,295544
48117,2548,295545
48117,2548,295546
48117,2548,295547
48117,2548,295549
48117,2548,295551
48117,2548,295553
48117,2548,295555
48117,2558,297162
48117,2558,297164
48117,2558,297165
48117,2558,297168
48117,2561,274903
48117,2584,238227
48117,2589,289592
48117,2589,289593
48117,2607,289621
48117,2607,289623
48117,2607,289625
48117,2607,289640
48117,2607,289647
48117,2607,289648
48117,2607,289649
48117,2610,289668
48117,2610,289669
48117,2610,289673
48117,2610,289674
48117,2610,289676
48117,2610,289679
48117,2610,289684
48117,2610,289687
48117,2614,289714
48117,2614,289721
48117,2615,291701
48117,2615,291704
48117,2615,291705
48117,2615,291799
48117,2617,291819
48117,2617,291820
48117,2617,291825
48117,2617,291826
48117,2617,291828
48117,2618,291836
48117,2618,291837
48117,2618,291840
48117,2618,291841
48117,2629,291857
48117,2629,291858
48117,2629,291862
48117,2629,291869
48117,2629,291870
48117,2629,291876
48117,2629,291881
48117,2647,295229
48117,2701,236976
48117,2718,257212
48117,2718,257215
48117,2718,257217
48117,2718,257219
48117,2718,257221
48117,2718,257222
48117,2718,257230
48117,2718,257231
48117,2718,257253
48117,2718,259410
48117,2718,259418
48117,2718,259419
48117,2741,245970
48117,2741,245973
48117,2892,251294
48117,2892,251296
48117,2892,251304
48117,2892,251311
48117,2892,251312
48117,2892,251313
48117,2892,251314
48117,2892,251317
48117,2892,251323
48117,2892,251328
48117,2892,251338
48117,2892,251342
48117,2892,251343
48117,2892,251373
48117,2892,251389
48117,2894,253173
48117,2894,253180
48117,2894,253182
48117,2894,253184
48117,2908,248494
48117,2908,248505
48117,2908,248506
48117,2908,248508
48117,2908,248555
48117,2908,248567
48117,2908,249171
48117,2908,249173
48117,2908,249177
48117,2908,249179
48117,2908,249181
48117,2908,249182
48117,2908,249183
48117,2908,249186
48117,2908,249190
48117,2908,249193
48117,2908,249194
48117,2908,249195
48117,2908,249196
48117,2908,249202
48117,2908,249217
48117,2908,249222
48117,2908,249226
48117,2908,249229
48117,2908,249238
48117,2908,249245
48117,2908,249246
48117,2908,249247
48117,2908,249249
48117,2908,249251
48117,2908,249253
48117,2908,249271
48117,2908,249280
48117,2908,249281
48117,2908,249283
48117,2908,249285
48117,2908,249286
48117,2908,249288
48117,2908,249291
48117,2908,249292
48117,2908,249308
48117,2936,248351
48117,2936,248361
48117,2936,248364
48117,2936,248365
48117,2936,248366
48117,2936,248367
48117,2936,248380
48117,2936,248395
48117,2936,248398
48117,2936,248400
48117,2936,248403
48117,2936,248407
48117,2936,248427
48117,2936,248430
48117,2936,248433
48117,2936,248438
48117,2936,248441
48117,2936,248448
48117,2936,248449
48117,2936,248451
48117,2936,248469
48117,2936,248470
48117,2936,248472
48117,2936,253190
48117,2936,253192
48117,2936,253193
48117,2936,253196
48117,2936,253201
48117,2936,253224
48117,2936,253228
48117,2936,253229
49405,2061,235880
49405,2063,272902
49405,2063,272904
49405,2064,272913
49405,2064,272915
49405,2064,272916
49405,2064,272917
49405,2065,272920
49405,2065,272921
49405,2065,272922
49405,2065,272923
49405,2065,272924
49405,2065,272925
49405,2065,272926
49405,2065,272929
49405,2065,272930
49405,2065,272931
49405,2065,272932
49405,2065,272934
49405,2065,272935
49405,2065,272936
49405,2067,272944
49405,2067,272945
49405,2067,272946
49405,2068,272948
49405,2068,272949
49405,2068,272952
49405,2068,272953
49405,2069,272954
49405,2070,272955
49405,2070,272957
49405,2070,272958
49405,2070,272960
49405,2070,272962
49405,2070,272963
49405,2070,272965
49405,2070,272966
49405,2070,272967
49405,2070,272969
49405,2070,272970
49405,2070,272971
49405,2070,272972
49405,2070,272973
49405,2070,272974
49405,2070,272975
49405,2070,272976
49405,2070,272977
49405,2070,272978
49405,2070,272979
49405,2070,272980
49405,2070,272981
49405,2070,272982
49405,2070,272984
49405,2070,272986
49405,2070,272987
49405,2070,272988
49405,2070,272990
49405,2070,272991
49405,2070,272992
49405,2070,272994
49405,2070,272995
49405,2080,292094
49405,2081,255171
49405,2081,255173
49405,2084,293273
49405,2085,293658
49405,2086,293665
49405,2086,293666
49405,2087,293671
49405,2087,293682
49405,2087,293684
49405,2088,293699
49405,2088,293700
49405,2089,293701
49405,2090,293703
49405,2091,293704
49405,2093,273020
49405,2094,273022
49405,2095,273024
49405,2095,273025
49405,2095,273026
49405,2096,273027
49405,2097,273029
49405,2097,273030
49405,2098,273038
49405,2098,273039
49405,2098,273040
49405,2098,273043
49405,2098,273048
49405,2098,273049
49405,2098,273052
49405,2098,273053
49405,2098,273054
49405,2098,273055
49405,2098,273056
49405,2098,273057
49405,2098,273060
49405,2098,273061
49405,2098,273063
49405,2098,273064
49405,2098,273065
49405,2098,273066
49405,2098,273068
49405,2098,273070
49405,2098,273072
49405,2098,273073
49405,2098,273076
49405,2098,273077
49405,2098,273078
49405,2098,273079
49405,2099,273085
49405,2100,273087
49405,2103,293714
49405,2104,293723
49405,2105,273097
49405,2105,273098
49405,2106,273100
49405,2108,273103
49405,2109,273110
49405,2110,273116
49405,2111,273124
49405,2111,273125
49405,2111,273129
49405,2111,273132
49405,2113,273757
49405,2113,273758
49405,2113,273759
49405,2113,273760
49405,2113,273763
49405,2113,273764
49405,2113,273765
49405,2113,273767
49405,2113,273769
49405,2113,273770
49405,2113,273776
49405,2113,273777
49405,2113,273778
49405,2114,273782
49405,2114,273785
49405,2114,273788
49405,2115,292013
49405,2116,273793
49405,2116,273794
49405,2117,273795
49405,2119,273797
49405,2119,273800
49405,2119,273801
49405,2119,273802
49405,2119,273803
49405,2119,273805
49405,2120,273811
49405,2120,273812
49405,2120,273813
49405,2120,273816
49405,2121,273824
49405,2121,273830
49405,2121,273831
49405,2121,273833
49405,2121,273843
49405,2121,273844
49405,2121,273847
49405,2122,273855
49405,2122,273858
49405,2124,293707
49405,2126,273871
49405,2126,273872
49405,2126,273873
49405,2127,267708
49405,2134,272878
49405,2139,293727
49405,2140,264713
49405,2141,264729
49405,2141,264731
49405,2142,264744
49405,2142,264745
49405,2142,264748
49405,2145,264769
49405,2145,264773
49405,2149,298678
49405,2151,298681
49405,2152,267681
49405,2152,267684
49405,2153,272881
49405,2153,272884
49405,2153,272887
49405,2153,272888
49405,2153,272890
49405,2164,256682
49405,2167,298711
49405,2168,298716
49405,2169,264826
49405,2169,264829
49405,2169,264830
49405,2169,264831
49405,2169,264833
49405,2171,264844
49405,2171,264845
49405,2171,264847
49405,2172,264851
49405,2172,264864
49405,2172,264865
49405,2172,264866
49405,2172,264867
49405,2172,264871
49405,2172,264872
49405,2172,264874
49405,2172,264877
49405,2173,264882
49405,2173,264883
49405,2173,264885
49405,2174,291884
49405,2174,291888
49405,2174,291898
49405,2176,235756
49405,2176,235758
49405,2176,235759
49405,2177,255296
49405,2178,255340
49405,2178,255341
49405,2179,235842
49405,2180,255515
49405,2181,257362
49405,2181,257363
49405,2181,257365
49405,2181,257366
49405,2181,257372
49405,2181,257374
49405,2182,257380
49405,2183,257386
49405,2183,257387
49405,2183,257389
49405,2183,257390
49405,2183,257391
49405,2184,257393
49405,2184,257394
49405,2185,257401
49405,2185,257402
49405,2186,257405
49405,2186,257406
49405,2186,257407
49405,2188,255707
49405,2190,256672
49405,2190,256676
49405,2193,235980
49405,2193,235992
49405,2196,256924
49405,2196,256985
49405,2198,257009
49405,2199,257316
49405,2199,257317
49405,2200,257322
49405,2200,257323
49405,2200,257326
49405,2200,257335
49405,2203,236049
49405,2203,236147
49405,2203,236177
49405,2203,236183
49405,2203,236184
49405,2203,236188
49405,2203,236192
49405,2203,236199
49405,2203,236200
49405,2203,236201
49405,2203,236203
49405,2203,236206
49405,2209,246972
49405,2209,247581
49405,2209,247860
49405,2209,247867
49405,2211,248172
49405,2212,258574
49405,2212,258575
49405,2236,298624
49405,2237,298626
49405,2237,298627
49405,2252,250963
49405,2252,250964
49405,2253,298648
49405,2266,298676
49405,2273,298677
49405,2278,253239
49405,2279,253260
49405,2280,253276
49405,2283,253286
49405,2283,253290
49405,2286,298682
49405,2286,298683
49405,2286,298684
49405,2286,298685
49405,2288,298687
49405,2288,298688
49405,2289,298690
49405,2291,298705
49405,2295,298596
49405,2295,298597
49405,2295,298600
49405,2296,298605
49405,2296,298606
49405,2296,298607
49405,2296,298608
49405,2296,298609
49405,2296,298616
49405,2296,298617
49405,2296,298618
49405,2299,298721
49405,2300,298739
49405,2300,298743
49405,2301,298754
49405,2304,292093
49405,2304,298573
49405,2304,298574
49405,2307,235778
49405,2308,298575
49405,2308,298576
49405,2308,298577
49405,2311,298584
49405,2311,298585
49405,2311,298586
49405,2311,298587
49405,2311,298588
49405,2312,298591
49405,2312,298592
49405,2312,298593
49405,2315,298595
49405,2338,248185
49405,2338,248197
49405,2339,248219
49405,2340,248259
49405,2341,248390
49405,2342,248212
49405,2344,248233
49405,2345,248350
49405,2346,248330
49405,2356,248410
49405,2357,248426
49405,2358,248440
49405,2359,248454
49405,2371,248489
49405,2373,248500
49405,2373,248501
49405,2378,298631
49405,2378,298632
49405,2378,298634
49405,2378,298635
49405,2378,298637
49405,2378,298639
49405,2378,298640
49405,2378,298642
49405,2378,298644
49405,2383,298654
49405,2383,298658
49405,2386,250965
49405,2386,250967
49405,2386,250968
49405,2386,250969
49405,2386,250970
49405,2386,250971
49405,2386,250972
49405,2386,250973
49405,2386,250974
49405,2386,250975
49405,2386,250976
49405,2386,250977
49405,2386,250978
49405,2386,250979
49405,2386,250980
49405,2386,250981
49405,2386,250983
49405,2386,250984
49405,2386,250985
49405,2386,250986
49405,2386,250987
49405,2386,250988
49405,2386,250989
49405,2386,250990
49405,2386,250991
49405,2386,250992
49405,2386,250993
49405,2387,267574
49405,2388,250995
49405,2389,251002
49405,2390,267578
49405,2390,267595
49405,2392,251004
49405,2394,251007
49405,2394,251008
49405,2395,251011
49405,2395,251012
49405,2396,267640
49405,2396,267644
49405,2396,267645
49405,2396,267647
49405,2396,267649
49405,2397,287245
49405,2397,287264
49405,2406,298680
49405,2412,267562
49405,2415,298686
49405,2423,253354
49405,2423,253355
49405,2423,253358
49405,2423,253360
49405,2423,253362
49405,2423,253363
49405,2423,253364
49405,2423,253366
49405,2423,253368
49405,2424,253374
49405,2425,253382
49405,2425,253384
49405,2425,253386
49405,2425,253389
49405,2425,253392
49405,2426,253400
49405,2438,235851
49405,2439,298582
49405,2440,267665
49405,2440,267668
49405,2440,267670
49405,2441,267673
49405,2442,235868
49405,2442,235871
49405,2444,267698
49405,2445,291901
49405,2445,291908
49405,2445,291910
49405,2445,291913
49405,2445,291919
49405,2445,291921
49405,2449,291929
49405,2449,291931
49405,2449,291934
49405,2450,291942
49405,2450,291946
49405,2450,291947
49405,2451,291956
49405,2451,291959
49405,2451,291961
49405,2451,291964
49405,2451,291965
49405,2451,291967
49405,2451,291968
49405,2453,291970
49405,2454,291975
49405,2461,291976
49405,2462,291979
49405,2462,291981
49405,2463,291983
49405,2463,291985
49405,2463,291986
49405,2463,291987
49405,2464,291992
49405,2465,291994
49405,2465,292000
49405,2465,292001
49405,2465,292003
49405,2465,292004
49405,2465,292005
49405,2465,292006
49405,2465,292008
49405,2466,247646
49405,2467,248121
49405,2474,258588
49405,2474,258590
49405,2474,258591
49405,2474,258592
49405,2474,258594
49405,2474,258595
49405,2482,264368
49405,2482,264408
49405,2490,267610
49405,2494,248458
49405,2498,248465
49405,2505,287178
49405,2506,287182
49405,2506,287184
49405,2506,287187
49405,2506,287189
49405,2506,287191
49405,2506,287201
49405,2514,287220
49405,2514,287221
49405,2514,287222
49405,2514,287225
49405,2514,287235
49405,2514,287236
49405,2514,287239
49405,2527,253157
49405,2527,253162
49405,2527,253169
49405,2530,255187
49405,2531,255189
49405,2534,267656
49405,2535,267662
49405,2537,287267
49405,2537,287269
49405,2537,287271
49405,2537,287273
49405,2537,287274
49405,2542,291838
49405,2542,291839
49405,2547,264788
49405,2547,264789
49405,2547,264790
49405,2547,264797
49405,2548,264802
49405,2548,264804
49405,2558,264893
49405,2558,264902
49405,2558,264903
49405,2561,257340
49405,2561,257341
49405,2561,257343
49405,2584,272999
49405,2589,257411
49405,2592,257451
49405,2592,257458
49405,2592,257459
49405,2592,257460
49405,2592,257467
49405,2592,257469
49405,2592,257471
49405,2607,264354
49405,2610,264365
49405,2614,264417
49405,2615,264460
49405,2615,264469
49405,2617,264480
49405,2618,264560
49405,2629,264592
49405,2629,264593
49405,2629,264594
49405,2629,264595
49405,2629,264596
49405,2629,264597
49405,2629,264598
49405,2629,264600
49405,2629,264602
49405,2629,264607
49405,2629,264608
49405,2629,264609
49405,2629,264611
49405,2647,264641
49405,2701,235931
49405,2718,236218
49405,2718,236219
49405,2718,236245
49405,2741,292009
49405,2892,255551
49405,2894,256630
49405,2908,255159
49405,2908,255160
49405,2908,255162
49405,2908,255164
49405,2908,255165
49405,2908,255166
49405,2936,253421
