user_id,case_id,case_type,final_score,upload_id,code_url,upload_score,upload_time
48117,2088,图结构,100,317803,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651602607.zip,20.0,1585651603820
48117,2088,图结构,100,317814,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651640441.zip,30.0,1585651641478
48117,2088,图结构,100,317821,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651672571.zip,40.0,1585651673579
48117,2088,图结构,100,317825,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651696042.zip,40.0,1585651697041
48117,2088,图结构,100,317826,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651706043.zip,40.0,1585651707026
48117,2088,图结构,100,317830,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651722861.zip,50.0,1585651724314
48117,2088,图结构,100,317836,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651751981.zip,60.0,1585651752971
48117,2088,图结构,100,317840,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651774985.zip,70.0,1585651775961
48117,2088,图结构,100,317845,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651795260.zip,80.0,1585651796293
48117,2088,图结构,100,317851,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651818040.zip,90.0,1585651819049
48117,2088,图结构,100,317858,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4247/48117/%E9%BB%91%E6%9A%97%E5%89%8D%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1_1585651842993.zip,100.0,1585651843958
48117,2093,数字操作,100,238808,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4244/48117/%E7%AC%ACk%E4%B8%AA%E6%8E%92%E5%88%97_1582097646716.zip,100.0,1582097647738
48117,2094,数字操作,100,238826,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4244/48117/%E6%9C%89%E6%95%88%E6%95%B0%E5%AD%97_1582098086992.zip,100.0,1582098087784
48117,2095,数字操作,100,238938,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4244/48117/%E4%BA%8C%E8%BF%9B%E5%88%B6%E6%B1%82%E5%92%8C_1582099451128.zip,100.0,1582099451947
48117,2096,数字操作,100,238970,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4244/48117/x%E7%9A%84%E5%B9%B3%E6%96%B9%E6%A0%B9_1582099778304.zip,100.0,1582099778997
48117,2097,数字操作,100,239107,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4244/48117/%E5%88%86%E6%95%B0%E5%88%B0%E5%B0%8F%E6%95%B0_1582101721165.zip,50.0,1582101721974
48117,2097,数字操作,100,239111,http://mooctest-dev.oss-cn-shanghai.aliyuncs.com/data/answers/4244/48117/%E5%88%86%E6%95%B0%E5%88%B0%E5%B0%8F%E6%95%B0_1582101743997.zip,50.0,1582101744780
