user_id,all_score,rank(percent)
60885,17170.18045718668,100 %
60620,16697.240401460527,99.61 %
58586,16642.658768620226,99.22 %
60608,16603.95768835563,98.83 %
60598,16602.189234547437,98.44 %
60697,16542.505271217,98.05 %
60759,16449.213644972257,97.66 %
60777,16338.820305890074,97.27 %
60637,16303.09376570382,96.88 %
60690,16177.432239176855,96.48 %
60658,16140.50151880909,96.09 %
60589,16127.156109168896,95.70 %
60635,16102.129366335394,95.31 %
60695,16094.23626818838,94.92 %
60580,16071.165640751415,94.53 %
60889,15971.052981995226,94.14 %
60594,15921.90896850096,93.75 %
60764,15897.183835601409,93.36 %
60603,15853.622616088327,92.97 %
60591,15846.891310714687,92.58 %
60686,15789.298266549651,92.19 %
60756,15764.77030025873,91.80 %
60876,15740.148869105247,91.41 %
60667,15603.718773688963,91.02 %
60768,15580.689063946282,90.62 %
59308,15500.173129502706,90.23 %
60766,15446.820313439885,89.84 %
60773,15380.061958892735,89.45 %
60585,15378.939043901904,89.06 %
60757,15246.566490286556,88.67 %
60723,15230.743874089254,88.28 %
60638,15187.361473111909,87.89 %
60742,15148.713082515686,87.50 %
60602,15135.760308724664,87.11 %
60699,15075.953831457457,86.72 %
60634,15074.31989798487,86.33 %
58758,15060.483214419939,85.94 %
39160,15055.099505278584,85.55 %
58610,15054.590987152853,85.16 %
58575,15053.759521423792,84.77 %
60601,14987.155532931838,84.38 %
58547,14965.087514795341,83.98 %
58822,14880.86583606629,83.59 %
61019,14869.58951426492,83.20 %
59137,14863.325899234434,82.81 %
60649,14812.056873856398,82.42 %
60610,14783.165454118229,82.03 %
60737,14766.08212999498,81.64 %
60693,14758.780718079546,81.25 %
61041,14684.884466633,80.86 %
60720,14596.75094288306,80.47 %
39200,14560.520880497525,80.08 %
60846,14403.31948318908,79.69 %
60747,14348.620360155543,79.30 %
60781,14340.95286342693,78.91 %
60752,14332.49108812649,78.52 %
60791,14259.663429079908,78.12 %
60755,14225.903348858843,77.73 %
60706,14221.970044320227,77.34 %
61406,14177.97908679232,76.95 %
61135,14175.678804454705,76.56 %
59140,14154.281079852473,76.17 %
60683,14106.847751035244,75.78 %
60770,13995.424432289654,75.39 %
60724,13960.038301961105,75.00 %
60774,13952.24492199486,74.61 %
60673,13915.398862788536,74.22 %
60614,13860.357124316492,73.83 %
60606,13853.682307133142,73.44 %
60792,13797.61383853184,73.05 %
58778,13756.94722276492,72.66 %
60691,13752.103470395507,72.27 %
48102,13750.468466003596,71.88 %
60835,13734.567459319787,71.48 %
60758,13688.57023457481,71.09 %
60832,13686.430298784047,70.70 %
60753,13663.865911844869,70.31 %
60767,13650.268415156701,69.92 %
60590,13636.912481835343,69.53 %
60812,13599.546061922629,69.14 %
60676,13523.233519653,68.75 %
60795,13501.534532631214,68.36 %
60733,13479.665034350819,67.97 %
60619,13435.20416655799,67.58 %
60624,13431.514805324772,67.19 %
60895,13381.615216994502,66.80 %
8160,13364.122169638013,66.41 %
60761,13326.508293860852,66.02 %
60631,13318.332902819695,65.62 %
60776,13293.576181891198,65.23 %
60900,13204.376648610816,64.84 %
60833,13197.826473587344,64.45 %
60790,13143.556249552132,64.06 %
61659,13103.528744259755,63.67 %
60738,12971.731919853022,63.28 %
60644,12893.571752082868,62.89 %
60734,12705.220482872592,62.50 %
60727,12675.46939316209,62.11 %
60641,12635.266295933641,61.72 %
60898,12625.515785997639,61.33 %
60717,12616.059102863146,60.94 %
60592,12595.077793670063,60.55 %
60671,12560.038325491714,60.16 %
61048,12551.566450726628,59.77 %
60739,12543.10356341212,59.38 %
49361,12471.54212629446,58.98 %
60652,12450.407379798347,58.59 %
60660,12420.98509468695,58.20 %
60870,12316.959671481764,57.81 %
60611,12275.079676467374,57.42 %
60722,12240.741856106551,57.03 %
60621,12181.991561072975,56.64 %
60762,11991.533255631077,56.25 %
60787,11957.594754948916,55.86 %
60721,11882.76319623687,55.47 %
60899,11837.115595740639,55.08 %
60715,11822.887884416508,54.69 %
60604,11778.093184980578,54.30 %
60775,11757.104005094947,53.91 %
60799,11677.962542715144,53.52 %
60703,11675.623639865826,53.12 %
60599,11610.656046110575,52.73 %
49405,11601.837711806467,52.34 %
60617,11529.502107212707,51.95 %
47774,11439.381924450861,51.56 %
47329,11437.475442985315,51.17 %
60896,11436.250634792488,50.78 %
60829,11432.591682242915,50.39 %
60625,11362.545580539969,50.00 %
60771,11211.261247743732,49.61 %
61053,11120.063807013696,49.22 %
60593,11063.704140691438,48.83 %
60665,11046.324014356678,48.44 %
60765,10996.787897283359,48.05 %
60719,10903.243021256247,47.66 %
61132,10867.299179298243,47.27 %
60581,10815.22376560662,46.88 %
60587,10798.169035389574,46.48 %
60788,10770.544905005265,46.09 %
60643,10656.944316170708,45.70 %
60730,10637.658871447087,45.31 %
60678,10437.18679159951,44.92 %
60639,10330.705719028383,44.53 %
60688,10255.26696175683,44.14 %
58634,10215.345803850383,43.75 %
60731,10020.496266898466,43.36 %
