60763,2339,273746,-1
60763,2341,247387,-1
60763,2342,273929,-1
60763,2344,275260,-1
60763,2345,247225,-1
60763,2356,247446,-1
60763,2357,247514,-1
60763,2358,247542,-1
60763,2359,247579,-1
60763,2371,248468,-1
60763,2373,248754,-1
60763,2386,249028,-1
60763,2387,298250,-1
60763,2388,249063,-1
60763,2389,252490,-1
60763,2392,252510,-1
60763,2394,252540,-1
60763,2395,252604,-1
60763,2423,273545,-1
60763,2424,273583,-1
60763,2425,273615,-1
60763,2426,273617,-1
60763,2440,297264,-1
60763,2442,240648,-1
60763,2444,297387,-1
60763,2445,287079,-1
60763,2449,287095,-1
60763,2450,300146,-1
60763,2451,300046,-1
60763,2453,300027,-1
60763,2454,298381,-1
60763,2461,298380,-1
60763,2462,298365,-1
60763,2463,298313,-1
60763,2464,298297,-1
60763,2465,298267,-1
60763,2466,274478,-1
60763,2467,274483,-1
60763,2474,291013,-1
60763,2482,301302,-1
60763,2490,287107,-1
60763,2494,247608,-1
60763,2498,248405,-1
60763,2505,286498,-1
60763,2506,286980,-1
60763,2514,287013,-1
60763,2527,252695,-1
60763,2530,282051,-1
60763,2531,283082,-1
60763,2534,287124,-1
60763,2535,297260,-1
60763,2537,287018,-1
60763,2542,287034,-1
60763,2547,291336,-1
60763,2548,291375,-1
60763,2561,301257,-1
60763,2584,281267,-1
60763,2589,289110,-1
60763,2592,289173,-1
60763,2607,289276,-1
60763,2610,289313,-1
60763,2614,301231,-1
60763,2615,301223,-1
60763,2617,290624,-1
60763,2618,301245,-1
60763,2629,301430,-1
60763,2647,301437,-1
60763,2701,241150,-1
60763,2718,247857,-1
60763,2741,298275,-1
60763,2908,282991,-1
60763,2936,282024,-1
60769,2061,271675,-1
60769,2063,243837,-1
60769,2064,243881,-1
60769,2065,247113,-1
60769,2067,247143,-1
60769,2068,247173,-1
60769,2069,247189,-1
60769,2070,247227,-1
60769,2080,271370,-1
60769,2081,238162,-1
60769,2085,292745,-1
60769,2086,271667,-1
60769,2093,247345,-1
60769,2094,247428,-1
60769,2095,247454,-1
60769,2096,247471,-1
60769,2098,247495,-1
60769,2099,247505,-1
60769,2100,248807,-1
60769,2105,248863,-1
60769,2108,249035,-1
60769,2109,249047,-1
60769,2110,249058,-1
60769,2111,249116,-1
60769,2113,249197,-1
60769,2116,249303,-1
60769,2117,249976,-1
60769,2119,249982,-1
60769,2122,250133,-1
60769,2126,250113,-1
60769,2127,243747,-1
60769,2134,243793,-1
60769,2141,258441,-1
60769,2142,258579,-1
60769,2153,243826,-1
60769,2169,262023,-1
60769,2171,262067,-1
60769,2172,269580,-1
60769,2173,259724,-1
60769,2176,233758,-1
60769,2178,316393,-1
60769,2179,234482,-1
60769,2180,316470,-1
60769,2181,255647,-1
60769,2182,261922,-1
60769,2183,257264,-1
60769,2184,257342,-1
60769,2185,257364,-1
60769,2186,257725,-1
60769,2193,290065,-1
60769,2196,292697,-1
60769,2200,292212,-1
60769,2211,290382,-1
60769,2212,262398,-1
60769,2236,271135,-1
60769,2237,271164,-1
60769,2252,236105,-1
60769,2278,235925,-1
60769,2279,235904,-1
60769,2280,235869,-1
60769,2283,235865,-1
60769,2295,270447,-1
60769,2304,269694,-1
60769,2307,234453,-1
60769,2308,269751,-1
60769,2311,270174,-1
60769,2312,270251,-1
60769,2315,270340,-1
60769,2338,290354,-1
60769,2339,242798,-1
60769,2340,242679,-1
60769,2341,290274,-1
60769,2342,240219,-1
60769,2344,242691,-1
60769,2345,242542,-1
60769,2346,242609,-1
60769,2356,242166,-1
60769,2357,242073,-1
60769,2358,242068,-1
60769,2359,242060,-1
60769,2371,241800,-1
60769,2373,236204,-1
60769,2386,301753,-1
60769,2387,316324,-1
60769,2388,236071,-1
60769,2392,236050,-1
60769,2394,235979,-1
60769,2395,235958,-1
60769,2396,264953,-1
60769,2423,235857,-1
60769,2424,235841,-1
60769,2425,235808,-1
60769,2426,235791,-1
60769,2438,234548,-1
60769,2440,264474,-1
60769,2441,264473,-1
60769,2442,234721,-1
60769,2444,264465,-1
60769,2445,253296,-1
60769,2449,254034,-1
60769,2450,254057,-1
60769,2451,254061,-1
60769,2453,254070,-1
60769,2462,254343,-1
60769,2463,254368,-1
60769,2464,255479,-1
60769,2465,255484,-1
60769,2466,290269,-1
60769,2467,290293,-1
60769,2474,257832,-1
60769,2490,264650,-1
60769,2494,241809,-1
60769,2498,241806,-1
60769,2505,253093,-1
60769,2506,253141,-1
60769,2514,253174,-1
60769,2530,238194,-1
60769,2531,238204,-1
60769,2534,264620,-1
60769,2535,264749,-1
60769,2537,253179,-1
60769,2542,253194,-1
60769,2547,259872,-1
60769,2548,262008,-1
60769,2558,259718,-1
60769,2561,255619,-1
60769,2584,247242,-1
60769,2589,257753,-1
60769,2607,262084,-1
60769,2610,257931,-1
60769,2614,258026,-1
60769,2615,262370,-1
60769,2617,258567,-1
60769,2647,262538,-1
60769,2701,290017,-1
60769,2718,271816,-1
60769,2741,255492,-1
60769,2892,239613,-1
60769,2908,238142,-1
60769,2936,238119,-1
60772,2061,309888,-1
60772,2063,244049,-1
60772,2064,244075,-1
60772,2068,244335,-1
60772,2069,244341,-1
60772,2070,244452,-1
60772,2080,272172,-1
60772,2084,272203,-1
60772,2085,277884,-1
60772,2091,272399,-1
60772,2094,244742,-1
60772,2095,244796,-1
60772,2096,244810,-1
60772,2097,244826,-1
60772,2103,272679,-1
60772,2104,272550,-1
60772,2106,245472,-1
60772,2113,246308,-1
60772,2124,272721,-1
60772,2127,243855,-1
60772,2134,244005,-1
