user_id,all_score,rank(percent)
60885,17172.854104924685,100 %
60750,16884.86773239602,99.61 %
60620,16702.880749250453,99.22 %
58586,16649.66911007848,98.83 %
60598,16625.031440593553,98.44 %
60608,16611.50732612356,98.05 %
60697,16502.97368419101,97.66 %
60759,16455.207819935054,97.27 %
60777,16359.955164802002,96.88 %
60637,16311.117757180204,96.48 %
60698,16194.693641688922,96.09 %
60690,16183.920061582903,95.70 %
60658,16146.45304982274,95.31 %
60589,16131.622629725727,94.92 %
60635,16102.55862422018,94.53 %
60695,16100.138437489783,94.14 %
60580,16036.487849719682,93.75 %
60889,15993.583809703412,93.36 %
60653,15968.877482755406,92.97 %
60594,15930.471697081271,92.58 %
60764,15903.963902087844,92.19 %
60661,15898.888201186104,91.80 %
60603,15858.776122540226,91.41 %
60591,15807.920104846962,91.02 %
60686,15790.78959294981,90.62 %
60756,15770.725408382938,90.23 %
60876,15762.835649160701,89.84 %
60768,15587.042609599483,89.45 %
59308,15520.779595173915,89.06 %
60766,15467.080847051433,88.67 %
60585,15398.447424157612,88.28 %
60773,15382.841385329013,87.89 %
60757,15269.869626518248,87.50 %
60638,15204.619035870559,87.11 %
60723,15192.636193899742,86.72 %
60742,15154.308379392489,86.33 %
60602,15141.60313729433,85.94 %
58758,15081.467070319004,85.55 %
60634,15076.403534349542,85.16 %
39160,15063.872314604541,84.77 %
58575,15061.589664985548,84.38 %
58610,15061.168291425736,83.98 %
60699,15040.548831962895,83.59 %
58547,14971.111926378871,83.20 %
60601,14954.747329049853,82.81 %
58822,14888.446262774882,82.42 %
61019,14873.168399622484,82.03 %
59137,14870.750515783422,81.64 %
60737,14770.67541559577,81.25 %
60693,14766.608023608658,80.86 %
61041,14705.534087100365,80.47 %
60720,14603.626261817257,80.08 %
39200,14567.75536180324,79.69 %
60846,14424.575792487281,79.30 %
60752,14335.054667939981,78.91 %
60747,14319.14352031349,78.52 %
60781,14314.786052566153,78.12 %
60755,14245.445242850263,77.73 %
60706,14228.090593669536,77.34 %
60791,14224.011429984312,76.95 %
61135,14181.5078495411,76.56 %
61406,14180.445943415569,76.17 %
59140,14161.648680852784,75.78 %
60683,14111.616025472935,75.39 %
60770,14000.942647284948,75.00 %
60724,13966.377221242969,74.61 %
60774,13958.734974027442,74.22 %
60606,13857.443868623519,73.83 %
60792,13821.334218129025,73.44 %
48102,13769.419865676407,73.05 %
58778,13762.981377487546,72.66 %
60835,13754.53505484145,72.27 %
60758,13695.294992972924,71.88 %
60832,13687.854272408455,71.48 %
60753,13671.251447102391,71.09 %
60767,13668.306627156617,70.70 %
60590,13659.395004051343,70.31 %
60812,13603.117447245946,69.92 %
60676,13526.587574219084,69.53 %
60795,13522.817113941479,69.14 %
60733,13484.320282315713,68.75 %
60624,13450.00723124674,68.36 %
60619,13441.190968389728,67.97 %
60895,13384.473813600753,67.58 %
8160,13370.819020558885,67.19 %
60761,13334.130538340163,66.80 %
60631,13320.951798566257,66.41 %
60776,13312.17346161599,66.02 %
60900,13210.841755264088,65.62 %
60833,13200.841471620211,65.23 %
60790,13149.252050084053,64.84 %
60692,13138.573070417162,64.45 %
61659,13116.761509715485,64.06 %
60738,12978.890064828238,63.67 %
60734,12711.9148680874,63.28 %
60727,12682.829388797716,62.89 %
60641,12652.705506150794,62.50 %
60898,12642.450507023548,62.11 %
60717,12623.421896709722,61.72 %
60592,12572.412810335285,61.33 %
60671,12563.511745841311,60.94 %
60739,12550.873266158742,60.55 %
60647,12543.567526191779,60.16 %
61048,12527.037166959575,59.77 %
49361,12479.125148426285,59.38 %
60657,12460.846091971716,58.98 %
60652,12456.276750490922,58.59 %
60660,12427.437314450257,58.20 %
60870,12324.407107819006,57.81 %
60611,12281.984979641073,57.42 %
60722,12249.384598013297,57.03 %
60621,12191.054481953644,56.64 %
60762,11994.721239084476,56.25 %
60787,11965.413379130043,55.86 %
60696,11945.101215059234,55.47 %
60721,11855.018669315034,55.08 %
60899,11840.868220379441,54.69 %
60715,11826.40801252434,54.30 %
60604,11781.94259752056,53.91 %
60775,11759.412069308044,53.52 %
60703,11682.408917232127,53.12 %
60799,11681.479405765995,52.73 %
60599,11623.610574332448,52.34 %
49405,11606.177617290137,51.95 %
60617,11548.048005624609,51.56 %
47774,11445.48309882392,51.17 %
60829,11438.698700541903,50.78 %
60896,11438.361432887545,50.39 %
47329,11427.204681841084,50.00 %
60771,11215.257700075344,49.61 %
61053,11124.620556967464,49.22 %
60593,11072.051967247393,48.83 %
60665,11049.091901980582,48.44 %
60765,10981.467612751969,48.05 %
60719,10908.644834053148,47.66 %
61132,10874.100199876613,47.27 %
60581,10817.52525000264,46.88 %
60587,10801.763027836372,46.48 %
60788,10773.925967325697,46.09 %
60643,10659.800716534675,45.70 %
60730,10643.824239272255,45.31 %
60710,10361.592320899901,44.92 %
60639,10334.705030586692,44.53 %
60688,10262.463735802363,44.14 %
58634,10219.604014546247,43.75 %
60731,10000.087305669167,43.36 %
61519,9979.701007269894,42.97 %
60769,9953.73373813704,42.58 %
60694,9903.865815754674,42.19 %
8318,9881.321900909998,41.80 %
60705,9880.921484079037,41.41 %
47937,9859.942235954286,41.02 %
60751,9855.49164536765,40.62 %
49687,9836.177037244992,40.23 %
16304,9832.631507248136,39.84 %
52592,9631.052575212954,39.45 %
60675,9616.592326133983,39.06 %
60794,9608.376383619185,38.67 %
60636,9530.71333649287,38.28 %
61046,9453.112497606377,37.89 %
59018,9416.551877936428,37.50 %
60763,9400.67361279314,37.11 %
8246,9371.780633790067,36.72 %
60632,9311.756154546329,36.33 %
60668,9233.176403957614,35.94 %
60595,9228.016898730868,35.55 %
8317,9133.770975593736,35.16 %
58616,9121.635393286275,34.77 %
60839,8992.381207305518,34.38 %
60797,8951.996341881579,33.98 %
60891,8898.816640455465,33.59 %
47961,8795.58324596902,33.20 %
60716,8792.702374079186,32.81 %
48721,8754.776408902495,32.42 %
48083,8639.69269928502,32.03 %
48025,8591.943910554175,31.64 %
60760,8358.789185238995,31.25 %
60714,8302.742530299864,30.86 %
60825,8173.49546532189,30.47 %
60669,8127.832731598388,30.08 %
60672,8025.874118335377,29.69 %
60640,7995.122689240461,29.30 %
60785,7977.663444002449,28.91 %
48117,7911.582960437575,28.52 %
47920,7883.695741086781,28.12 %
60642,7711.7170257011885,27.73 %
58585,7579.276294349314,27.34 %
60796,7566.004723008005,26.95 %
60810,7532.2707360129925,26.56 %
60749,7479.840315210154,26.17 %
47996,7283.90857142857,25.78 %
60616,7276.715963302819,25.39 %
50263,7139.543895865642,25.00 %
60793,7117.510782770033,24.61 %
60627,7043.189590637339,24.22 %
60662,7016.68687771618,23.83 %
40186,6820.893231174414,23.44 %
60708,6762.044474719634,23.05 %
60778,6596.409308736432,22.66 %
60654,6483.693222944984,22.27 %
