user_id,all_score,rank(percent)
60885,17157.90894863327,100 %
60750,16874.485505302076,99.61 %
60620,16695.668306392876,99.22 %
58586,16634.61521981943,98.83 %
60598,16611.417793066757,98.44 %
60608,16598.326975347383,98.05 %
60697,16539.691704943358,97.66 %
60759,16444.389443715256,97.27 %
60777,16349.743270378422,96.88 %
60637,16295.326447774833,96.48 %
60698,16180.531735057295,96.09 %
60690,16171.538435977618,95.70 %
60658,16131.337640688153,95.31 %
60589,16122.308647064574,94.92 %
60695,16093.640280932708,94.53 %
60580,16061.722562779038,94.14 %
60889,15983.401343750436,93.75 %
60653,15954.78426869208,93.36 %
60594,15912.753828568222,92.97 %
60661,15887.406699321275,92.58 %
60764,15886.34534000106,92.19 %
60603,15852.889909149255,91.80 %
60591,15840.725378747282,91.41 %
60686,15766.090403442191,91.02 %
60756,15762.061406261577,90.62 %
60876,15748.924413159228,90.23 %
60667,15601.195433949404,89.84 %
60768,15580.123811927799,89.45 %
59308,15509.095161789024,89.06 %
60766,15459.501975516883,88.67 %
60585,15391.259865005371,88.28 %
60773,15365.719993908147,87.89 %
60757,15261.480085722664,87.50 %
60723,15219.464496801158,87.11 %
60638,15190.53300022934,86.72 %
60742,15146.872486662682,86.33 %
60602,15135.596875661135,85.94 %
58758,15076.705530488516,85.55 %
60699,15058.991573632413,85.16 %
58610,15051.158696568898,84.77 %
58575,15049.814918739243,84.38 %
39160,15047.55076445273,83.98 %
60601,14985.964043665374,83.59 %
58547,14952.085511099938,83.20 %
58822,14866.541828811522,82.81 %
59137,14858.275088471912,82.42 %
61019,14855.116470897341,82.03 %
60649,14809.22743065071,81.64 %
60610,14772.333726718589,81.25 %
60693,14749.784999728126,80.86 %
60737,14743.81733383594,80.47 %
61041,14698.162029156583,80.08 %
60720,14590.742455954794,79.69 %
39200,14529.510492631116,79.30 %
60846,14408.777462426575,78.91 %
60781,14328.40945101541,78.52 %
60747,14323.16418300706,78.12 %
60752,14309.29389518334,77.73 %
60755,14235.273908701296,77.34 %
60791,14232.864022783377,76.95 %
60706,14210.290132160513,76.56 %
61135,14166.554284984226,76.17 %
61406,14161.893801376853,75.78 %
59140,14149.772196014645,75.39 %
60683,14103.229611453555,75.00 %
60770,13973.919032679276,74.61 %
60724,13955.651510260448,74.22 %
60774,13936.836998894372,73.83 %
60673,13897.535600464897,73.44 %
60614,13831.21423581831,73.05 %
60792,13807.553164590461,72.66 %
48102,13756.055061719335,72.27 %
58778,13747.045534315255,71.88 %
60835,13730.7178220064,71.48 %
60691,13721.098290673119,71.09 %
60758,13668.652512984463,70.70 %
60832,13664.692124588188,70.31 %
60767,13657.391075635165,69.92 %
60753,13629.848468122816,69.53 %
60590,13624.166011610774,69.14 %
60812,13565.760050505232,68.75 %
60676,13510.881379723816,68.36 %
60795,13485.152824581915,67.97 %
60733,13475.386063956788,67.58 %
60624,13439.828351280097,67.19 %
60895,13359.328197312567,66.80 %
8160,13359.258672777505,66.41 %
60761,13299.58923690169,66.02 %
60776,13292.900183577329,65.62 %
60900,13198.777898306495,65.23 %
60833,13173.369162275389,64.84 %
60790,13142.401294803505,64.45 %
61659,13108.705294523246,64.06 %
60692,13086.792294962697,63.67 %
60738,12950.961121643875,63.28 %
60644,12880.047680238167,62.89 %
60734,12678.150020436093,62.50 %
60727,12658.592907768028,62.11 %
60898,12633.810758050728,61.72 %
