user_id,all_score,rank(percent)
60759,9311.593995793437,100 %
60620,9133.16575619257,99.61 %
60589,8922.975396906622,99.22 %
60658,8904.375504499425,98.83 %
60695,8880.519611360838,98.44 %
60690,8772.420218484605,98.05 %
60764,8705.270275419838,97.66 %
60603,8606.246208002603,97.27 %
60768,8559.734281508998,96.88 %
60756,8485.044014622725,96.48 %
60742,8386.612467523513,96.09 %
60580,8353.717173317804,95.70 %
60697,8300.936592203578,95.31 %
60591,7984.976176402446,94.92 %
60667,7903.933802248358,94.53 %
60686,7888.407887488917,94.14 %
60602,7708.527114863228,93.75 %
60723,7684.2794809003635,93.36 %
61135,7656.693972906995,92.97 %
60720,7652.507554404298,92.58 %
60699,7553.6594906608425,92.19 %
60601,7538.742534975136,91.80 %
60635,7476.515044363174,91.41 %
60683,7455.241691771373,91.02 %
60706,7434.4913166818915,90.62 %
60791,7345.648885576855,90.23 %
60724,7344.171312695643,89.84 %
60750,7298.059194377737,89.45 %
60733,7292.343187364948,89.06 %
60747,7252.509022910246,88.67 %
60753,7248.979443614605,88.28 %
60781,7233.554962993533,87.89 %
60691,7177.996798469184,87.50 %
60649,7153.25765473091,87.11 %
60773,7040.581135313738,86.72 %
60738,6989.628106362489,86.33 %
60610,6971.304103811614,85.94 %
60673,6927.254566978823,85.55 %
60598,6922.516296955754,85.16 %
60614,6889.188022063172,84.77 %
60634,6839.2680757982935,84.38 %
60737,6807.626749891939,83.98 %
60900,6796.511873104454,83.59 %
60698,6618.81339770824,83.20 %
60790,6600.033637203855,82.81 %
60621,6587.503334353877,82.42 %
60608,6582.218241711163,82.03 %
60889,6571.43280553808,81.64 %
60653,6495.694546387931,81.25 %
60676,6461.307229366391,80.86 %
59308,6420.786744137377,80.47 %
60606,6414.882574127065,80.08 %
60752,6387.09264334731,79.69 %
60722,6382.643194075263,79.30 %
60777,6374.596056469509,78.91 %
58586,6361.00023973153,78.52 %
60652,6320.107904416433,78.12 %
60619,6317.677489226904,77.73 %
49405,6284.79543527161,77.34 %
60787,6279.523050736074,76.95 %
60592,6275.846071689738,76.56 %
58547,6265.056567544987,76.17 %
61406,6229.7900570842085,75.78 %
60661,6177.077525561117,75.39 %
60766,6152.225975385607,75.00 %
60644,6143.568705872487,74.61 %
60876,6068.8483031706055,74.22 %
60637,6049.358085317545,73.83 %
39200,6037.677700211314,73.44 %
60730,6030.710896576073,73.05 %
60703,6009.990596631577,72.66 %
60594,5996.036273817474,72.27 %
60771,5965.835124622294,71.88 %
58758,5962.442683646515,71.48 %
60631,5920.742842842735,71.09 %
61132,5885.103403172388,70.70 %
60757,5842.0025537061665,70.31 %
59137,5825.18236609911,69.92 %
61048,5789.52398160816,69.53 %
61041,5776.830601642834,69.14 %
60585,5748.54125029094,68.75 %
60835,5717.094638200272,68.36 %
60590,5711.35434146214,67.97 %
