user_id,all_score,rank(percent)
60759,9331.728094835644,100 %
60620,9151.257245890802,99.61 %
60658,8936.945679942643,99.22 %
60589,8929.592161571552,98.83 %
60695,8892.919474154272,98.44 %
60690,8798.017790197711,98.05 %
60885,8748.383247287135,97.66 %
60764,8730.015772174098,97.27 %
60603,8630.568485948568,96.88 %
60768,8608.477506516643,96.48 %
60756,8521.154014132242,96.09 %
60742,8421.658728269893,95.70 %
60580,8125.694844193234,95.31 %
60686,7994.5621848698975,94.92 %
60591,7811.2505088505595,94.53 %
60667,7785.000232679218,94.14 %
60602,7747.145998846149,93.75 %
60635,7718.485125959425,93.36 %
61135,7691.134115940717,92.97 %
60720,7668.985223644816,92.58 %
60706,7485.584888750896,92.19 %
60683,7479.752043915361,91.80 %
60601,7445.231369928893,91.41 %
60750,7432.561352603191,91.02 %
60724,7382.803030165206,90.62 %
60733,7322.8471746455925,90.23 %
60753,7285.586415717139,89.84 %
60773,7212.434487896342,89.45 %
60598,7087.837402136708,89.06 %
60649,7023.064548184518,88.67 %
60738,7020.696886296106,88.28 %
60634,7019.477660241276,87.89 %
60691,6988.541285376585,87.50 %
61019,6970.453097976711,87.11 %
60737,6942.50622137464,86.72 %
60900,6802.93219975369,86.33 %
60698,6779.712498919482,85.94 %
60610,6745.364657919501,85.55 %
60889,6713.807904778627,85.16 %
60673,6713.439229761452,84.77 %
60614,6708.119287968714,84.38 %
60653,6683.409897867234,83.98 %
60608,6682.493061439247,83.59 %
60676,6668.800752486478,83.20 %
60621,6623.335419538449,82.81 %
60790,6622.690883650017,82.42 %
59308,6609.615026965243,82.03 %
61406,6561.066927843234,81.64 %
60777,6550.637967847468,81.25 %
60812,6540.168038522769,80.86 %
60752,6517.965783473861,80.47 %
49405,6482.064426048868,80.08 %
58586,6474.554882122445,79.69 %
60619,6455.999143106447,79.30 %
60606,6443.323361831885,78.91 %
60722,6436.946572835491,78.52 %
58547,6353.5943020333425,78.12 %
60787,6346.878188939002,77.73 %
60652,6335.267652423027,77.34 %
60661,6302.372201627196,76.95 %
60832,6284.182680010448,76.56 %
60766,6269.458740793492,76.17 %
60876,6189.185723939019,75.78 %
60631,6131.54072031118,75.39 %
60637,6121.086455117402,75.00 %
60870,6113.139543570221,74.61 %
39200,6084.774879784859,74.22 %
60594,6080.902539473724,73.83 %
58758,6072.5270399346655,73.44 %
60703,6059.764087098293,73.05 %
60730,6058.82746271029,72.66 %
60592,6005.626410897594,72.27 %
60771,5996.2018684245395,71.88 %
60757,5967.17336411442,71.48 %
61041,5945.819774161866,71.09 %
61132,5942.693580013829,70.70 %
60644,5940.490756444646,70.31 %
60585,5915.952261900329,69.92 %
59137,5893.773673818877,69.53 %
60590,5868.253029455832,69.14 %
60638,5856.127155371815,68.75 %
60833,5824.403213731661,68.36 %
60846,5811.626455007202,67.97 %
60835,5808.554314966578,67.58 %
58610,5772.2032834967895,67.19 %
39160,5750.757415438931,66.80 %
60692,5750.483172242299,66.41 %
48102,5686.0963723026,66.02 %
60895,5678.130209459953,65.62 %
60641,5652.458404571695,65.23 %
58822,5646.062611399562,64.84 %
61048,5628.297583821915,64.45 %
60799,5625.296219004338,64.06 %
60755,5602.497779193596,63.67 %
60671,5599.478656109239,63.28 %
60770,5548.690578351593,62.89 %
60775,5531.799446364735,62.50 %
59018,5463.727559956815,62.11 %
58575,5450.1923348504615,61.72 %
60624,5442.018867049629,61.33 %
