user_id,all_score,rank(percent)
60885,17177.244704737648,100 %
60750,16872.818450315404,99.61 %
60620,16695.004396982633,99.22 %
58586,16636.19435554788,98.83 %
60598,16614.969902406225,98.44 %
60608,16598.241006363754,98.05 %
60697,16541.079399673763,97.66 %
60759,16448.276987935114,97.27 %
60777,16348.559960652723,96.88 %
60637,16297.180937949817,96.48 %
60698,16183.72195746806,96.09 %
60690,16175.773111138213,95.70 %
60658,16138.003371266666,95.31 %
60589,16125.31156624426,94.92 %
60635,16110.429062799205,94.53 %
60695,16092.277092798513,94.14 %
60580,16069.318920503638,93.75 %
60889,15982.27117194578,93.36 %
60653,15958.55007015863,92.97 %
60594,15915.929835522606,92.58 %
60764,15894.676902282357,92.19 %
60661,15888.1050283592,91.80 %
60603,15851.412412952785,91.41 %
60591,15845.18130790812,91.02 %
60756,15762.504657374058,90.62 %
60876,15751.455292422337,90.23 %
60667,15602.21414397814,89.84 %
60768,15579.890971539331,89.45 %
59308,15511.438261870324,89.06 %
60766,15455.707912825039,88.67 %
60585,15388.698496783598,88.28 %
60757,15258.899278868701,87.89 %
60723,15228.899037095905,87.50 %
60638,15193.01516921506,87.11 %
60742,15147.15015860132,86.72 %
60602,15133.815086725697,86.33 %
60634,15083.983580351798,85.94 %
60699,15073.896293810329,85.55 %
58758,15072.159429550708,85.16 %
39160,15049.287714920045,84.77 %
58610,15048.376433947973,84.38 %
58575,15046.531028977866,83.98 %
60601,14984.251193989656,83.59 %
58547,14960.680391888454,83.20 %
61019,14876.635221987453,82.81 %
58822,14875.561778970265,82.42 %
59137,14858.920096543836,82.03 %
60649,14809.054759396055,81.64 %
60610,14781.0516057643,81.25 %
60693,14752.513268056626,80.86 %
61041,14697.302688994934,80.47 %
60720,14596.1310594522,80.08 %
39200,14554.020699070079,79.69 %
60846,14414.76753843945,79.30 %
60747,14346.020501854362,78.91 %
60781,14338.108725932745,78.52 %
60791,14257.410521069398,78.12 %
60755,14235.187704377953,77.73 %
60706,14219.393213324196,77.34 %
61406,14185.756622520476,76.95 %
