user_id,all_score,rank(percent)
60885,17168.639922110007,100 %
60750,16878.510936836385,99.61 %
60620,16697.997789558623,99.22 %
58586,16641.760212512832,98.83 %
60598,16617.70084433878,98.44 %
60608,16603.6465773079,98.05 %
60697,16560.97542670111,97.66 %
60759,16447.618496576884,97.27 %
60777,16353.848444250889,96.88 %
60637,16302.82346928959,96.48 %
60698,16188.058887317235,96.09 %
60690,16177.782302781961,95.70 %
60658,16139.761680839796,95.31 %
60589,16126.41318002891,94.92 %
60635,16096.74364943418,94.53 %
60695,16095.528584201822,94.14 %
60580,16085.632608844608,93.75 %
60889,15987.089966427677,93.36 %
60653,15960.644966090835,92.97 %
60594,15922.506272221583,92.58 %
60764,15896.143043624772,92.19 %
60661,15891.244649442813,91.80 %
60591,15862.472203232268,91.41 %
60603,15854.327171700354,91.02 %
60686,15784.509664705376,90.62 %
60756,15765.205395229745,90.23 %
60876,15755.467787549393,89.84 %
60667,15618.672951591703,89.45 %
60768,15581.967200999232,89.06 %
59308,15514.421232738068,88.67 %
60766,15461.26080367606,88.28 %
60585,15393.728791306654,87.89 %
60773,15378.315912205417,87.50 %
60757,15263.937020020534,87.11 %
60723,15243.481358635287,86.72 %
60638,15196.605527354614,86.33 %
60742,15149.043790803047,85.94 %
60602,15136.783488983545,85.55 %
60699,15086.181792937059,85.16 %
58758,15077.813353550193,84.77 %
60634,15072.386784953627,84.38 %
39160,15055.47355440099,83.98 %
58575,15054.701972321023,83.59 %
58610,15054.059329127904,83.20 %
60601,15000.604451883872,82.81 %
58547,14963.353989609439,82.42 %
58822,14877.501651381686,82.03 %
61019,14869.287425219996,81.64 %
59137,14865.607500558486,81.25 %
60649,14826.184582790711,80.86 %
60610,14794.555756594593,80.47 %
60737,14764.40746016402,80.08 %
60693,14757.629964576672,79.69 %
61041,14700.18956936295,79.30 %
60720,14597.568109253341,78.91 %
39200,14553.359579686801,78.52 %
60846,14418.41394507606,78.12 %
60747,14358.47474797185,77.73 %
60781,14353.04585888813,77.34 %
60752,14329.095215275605,76.95 %
60791,14268.40395316023,76.56 %
60755,14239.829082869946,76.17 %
60706,14221.11261808537,75.78 %
61406,14174.439794858903,75.39 %
61135,14173.62546236229,75.00 %
59140,14155.144638472413,74.61 %
60683,14106.892549138664,74.22 %
60770,13990.137366383156,73.83 %
60724,13961.033990941838,73.44 %
60774,13950.894373819505,73.05 %
60673,13925.170209360973,72.66 %
60614,13867.963742302589,72.27 %
60606,13854.14165343893,71.88 %
60792,13813.540141731903,71.48 %
48102,13762.322919084132,71.09 %
58778,13754.413857906744,70.70 %
60691,13753.1838977477,70.31 %
60835,13746.243105021173,69.92 %
60758,13684.725728793092,69.53 %
60832,13682.950194064777,69.14 %
60767,13662.59158471983,68.75 %
60753,13657.055765877178,68.36 %
60590,13645.428103170234,67.97 %
60812,13594.164450070399,67.58 %
60676,13521.11091519287,67.19 %
60795,13509.036980742105,66.80 %
60733,13478.983053663515,66.41 %
60624,13444.519020331167,66.02 %
60619,13425.256108463052,65.62 %
60895,13378.174677263727,65.23 %
60761,13319.511496589936,64.84 %
60631,13316.090218825266,64.45 %
60776,13305.180180672118,64.06 %
60900,13205.251017304661,63.67 %
60833,13194.15017234781,63.28 %
60790,13144.400242890955,62.89 %
60692,13120.780139234841,62.50 %
61659,13111.811530087698,62.11 %
60738,12968.501658012003,61.72 %
60644,12904.825744647507,61.33 %
60734,12699.607547123442,60.94 %
60727,12671.096906814959,60.55 %
60898,12638.451225648816,60.16 %
60641,12633.69116297074,59.77 %
60717,12606.067985676294,59.38 %
60592,12604.204267695844,58.98 %
60671,12554.645206690504,58.59 %
60739,12545.347529052327,58.20 %
60647,12537.206781513372,57.81 %
49361,12465.97559758014,57.42 %
60657,12454.89997212665,57.03 %
60652,12449.811431987502,56.64 %
60660,12421.879764074127,56.25 %
60870,12304.358972607535,55.86 %
60611,12271.195457775615,55.47 %
60722,12235.870190220214,55.08 %
60621,12170.56389237393,54.69 %
60762,11987.009705131488,54.30 %
60787,11949.311354990181,53.91 %
60696,11933.609783763497,53.52 %
60721,11890.734751720109,53.12 %
60899,11836.683803893322,52.73 %
60715,11820.521909945059,52.34 %
60604,11777.0121760805,51.95 %
60775,11754.134567462805,51.56 %
60799,11672.584142792695,51.17 %
60703,11670.62060012556,50.78 %
60599,11619.451395976866,50.39 %
49405,11591.71604359286,50.00 %
60617,11526.17124944101,49.61 %
47329,11439.241777181851,49.22 %
60896,11434.003200635481,48.83 %
47774,11433.991467266846,48.44 %
60829,11422.686462389118,48.05 %
60625,11370.704656607008,47.66 %
60771,11210.626566384497,47.27 %
61053,11115.353380318325,46.88 %
60593,11050.223534881954,46.48 %
60665,11046.323353758242,46.09 %
60765,10998.100539331164,45.70 %
60719,10901.702904595919,45.31 %
61132,10854.878947451334,44.92 %
60581,10805.188034015884,44.53 %
60587,10794.895400681107,44.14 %
60788,10761.370813285756,43.75 %
60643,10656.148537863011,43.36 %
60730,10629.22264914695,42.97 %
60678,10444.338371668115,42.58 %
60710,10357.053283685224,42.19 %
60639,10329.967150843268,41.80 %
60688,10250.22565880001,41.41 %
58634,10213.039979882804,41.02 %
60731,10029.984834992012,40.62 %
61519,9969.25817365907,40.23 %
60769,9944.460476141725,39.84 %
60694,9888.514878331389,39.45 %
60705,9859.280248936846,39.06 %
47937,9851.48090750938,38.67 %
60751,9850.721698684094,38.28 %
49687,9836.377559128663,37.89 %
60794,9638.10968466028,37.50 %
52592,9623.637995155723,37.11 %
60675,9613.132658073893,36.72 %
60636,9503.698825056428,36.33 %
60622,9464.949199462233,35.94 %
59018,9398.828368205326,35.55 %
60763,9391.760537483786,35.16 %
60632,9292.058282653861,34.77 %
60668,9212.048874356396,34.38 %
60595,9209.175652938642,33.98 %
58616,9117.827607735571,33.59 %
60797,8950.913078797514,33.20 %
47961,8791.173454932474,32.81 %
60716,8765.185881783647,32.42 %
48721,8747.912727049668,32.03 %
48083,8636.40592273044,31.64 %
48025,8591.271718553226,31.25 %
60670,8452.570428768948,30.86 %
60760,8346.635844527555,30.47 %
60714,8294.897225266543,30.08 %
60825,8162.224585290808,29.69 %
60669,8125.8510568396505,29.30 %
60672,8022.283177094458,28.91 %
60640,7993.503823811123,28.52 %
60785,7961.575009732654,28.12 %
48117,7893.785045616796,27.73 %
47920,7879.362805147703,27.34 %
60642,7700.679996072086,26.95 %
60618,7657.784003841372,26.56 %
58585,7576.712452440016,26.17 %
60796,7573.148277962797,25.78 %
60749,7466.318314096186,25.39 %
47996,7280.337142857142,25.00 %
60648,7276.353333174595,24.61 %
60616,7274.438266878506,24.22 %
50263,7135.529616858116,23.83 %
60793,7118.0835885792885,23.44 %
60627,7023.46812274363,23.05 %
60662,7013.416876752587,22.66 %
40186,6817.426355588339,22.27 %
60708,6747.218386807108,21.88 %
60778,6616.453764662229,21.48 %
60654,6474.840516071036,21.09 %
60712,6455.074386100488,20.70 %
60677,6438.243856936206,20.31 %
60605,6375.543886547906,19.92 %
60707,6308.743262307766,19.53 %
61020,6303.320237561874,19.14 %
61094,6252.739727518005,18.75 %
60772,5871.570008353691,18.36 %
60666,5434.681759917518,17.97 %
60586,5384.177356772928,17.58 %
60837,5283.290417029636,17.19 %
60651,5132.006206447613,16.80 %
49823,5071.749004743842,16.41 %
60866,4946.653536230805,16.02 %
60901,4327.759537629529,15.62 %
60659,4050.00177927492,15.23 %
60623,3887.2526812285255,14.84 %
61212,3887.153108973234,14.45 %
60615,3598.0608296388264,14.06 %
60828,3446.7519387989405,13.67 %
60827,3263.9812139978408,13.28 %
39190,3140.881364380575,12.89 %
58744,2623.3224483185854,12.50 %
60630,2592.5562489898402,12.11 %
60700,2404.873407057636,11.72 %
60613,2387.765399755048,11.33 %
60679,2300.4078834956063,10.94 %
61106,2069.333898929913,10.55 %
48090,1986.1979816443672,10.16 %
60782,1965.3020246156839,9.77 %
60645,1774.3065044827763,9.38 %
61143,1603.13551303293,8.98 %
58865,1506.8814810481936,8.59 %
61097,1505.9973670514094,8.20 %
60584,1439.299787960824,7.81 %
58834,1352.5669401361897,7.42 %
60746,1011.6627848329755,7.03 %
60711,955.2656425710796,6.64 %
60725,863.0453793912006,6.25 %
60728,670.260886968821,5.86 %
47879,448.427111866143,5.47 %
34511,360.93142857142857,5.08 %
51584,299.38853786301564,4.69 %
3544,146.77052461957936,4.30 %
49315,87.65142857142857,3.91 %
40552,84.84,3.52 %
60689,83.57142857142857,3.12 %
2843,39.689425770615024,2.73 %
60578,13.71428571428571,2.34 %
60822,13.71428571428571,2.34 %
60583,8.951999999999998,1.56 %
61035,0.0,1.17 %
61074,0.0,1.17 %
39201,0.0,1.17 %
