case_id,平均做对时间,平均提交次数
2908,103417543.34042554,5.180851063829787
2172,32752161.386363637,3.2954545454545454
2179,11015763.25,1.2708333333333333
2176,277903687.8074074,3.140740740740741
2307,91095876.85416667,1.75
2804,16573027.826923076,2.2115384615384617
2456,7503846.806451613,1.3978494623655915
2450,10144175.391304348,1.7065217391304348
2081,11737794.444444444,1.8
2180,259349129.85333332,4.173333333333333
2190,153353100.3846154,4.615384615384615
2177,10978148.676470589,4.5
2892,36001206.21428572,3.619047619047619
2188,8136755.088235294,2.0294117647058822
2199,14018333.272727273,4.96969696969697
2198,93588962.21052632,3.736842105263158
2164,1543737.6756756757,1.4324324324324325
2531,743369.9885057472,1.4367816091954022
2894,42893871.92682927,2.317073170731707
2530,708454.6091954022,1.6781609195402298
2200,881541.8974358974,3.282051282051282
2936,27984967.68888889,3.9555555555555557
2474,2471886.177777778,1.6666666666666667
2173,971322.7608695652,1.2391304347826086
2171,2378742.6,1.6
2647,1147106.3488372094,2.8372093023255816
2548,7430347.76744186,2.8372093023255816
2547,65629085.652173914,1.7391304347826086
2589,461102.7826086957,1.3478260869565217
2169,2994930.6818181816,1.7045454545454546
2145,37646784.44186047,1.302325581395349
2607,132055778.3478261,2.0652173913043477
2629,18743282.53846154,2.6153846153846154
2561,9123299.5,1.326086956521739
2186,400864.45652173914,1.391304347826087
2142,29012094.976744186,3.0232558139534884
2185,21098512.93478261,1.934782608695652
2482,25885984.06521739,2.282608695652174
2141,882712.4888888889,1.7555555555555555
2184,14962241.391304348,1.2826086956521738
2140,8434556.512195121,4.219512195121951
2183,27531.739130434784,1.3043478260869565
2182,26422317.888888888,1.488888888888889
2181,320526.97826086957,1.4782608695652173
2614,60082939.43478261,1.565217391304348
2558,75054100.0,2.8222222222222224
2610,100812095.10869566,2.152173913043478
2212,6646.891304347826,1.1956521739130435
2618,20252148.85,1.725
2617,39525240.76190476,1.5
2615,7576105.833333333,1.4523809523809523
2494,42602444.7761194,1.2164179104477613
2373,24614265.931818184,2.1136363636363638
2252,26967265.82222222,1.8
2395,2070141.8444444444,1.8222222222222222
2394,31353307.888888888,1.8888888888888888
2371,43748.91111111111,1.4
2392,7458.7555555555555,1.1777777777777778
2701,31559432.609022558,1.9172932330827068
2426,8871.622222222222,1.0666666666666667
2425,61020.26666666667,1.511111111111111
2424,27128.68888888889,1.3333333333333333
2203,138802998.07142857,2.2857142857142856
2467,1212461.440860215,1.2150537634408602
2346,102141435.06818181,2.4318181818181817
2423,579131.0444444445,1.488888888888889
2466,712546.3478260869,1.4565217391304348
2345,42464.5393258427,1.6404494382022472
2389,35634.22727272727,1.7045454545454546
2344,2207516.3181818184,1.6818181818181819
2388,16563.62222222222,1.0888888888888888
2442,16650396.15328467,1.562043795620438
2209,175131987.85897437,3.141025641025641
2527,34740624.65853658,2.0569105691056913
2342,27778551.431818184,2.3863636363636362
2386,170084.33333333334,2.511111111111111
2341,52790883.0,1.6363636363636365
2340,22263769.449438203,2.202247191011236
2283,72581835.86666666,1.4
2061,134786663.25531915,1.3829787234042554
2280,20132.777777777777,1.3777777777777778
2438,11491543.0,1.4893617021276595
2339,1054479.5393258426,1.6404494382022472
2338,73383910.95652173,1.391304347826087
2359,131680.46666666667,1.5333333333333334
2358,76367.97777777778,1.4666666666666666
2357,7275.0,1.1363636363636365
2356,2035259.0227272727,2.1363636363636362
2279,22618076.82222222,2.088888888888889
2498,18565.08695652174,1.2391304347826086
2278,55895.681818181816,1.7045454545454546
2211,14914112.833333334,1.7738095238095237
2718,137733407.05747128,2.4367816091954024
2463,55269308.777777776,1.9777777777777779
2451,2200736.0,1.5384615384615385
2462,69097084.5,2.840909090909091
2461,26666048.175824177,1.3516483516483517
2537,129026.55555555556,1.6222222222222222
2449,153480.52747252746,1.6923076923076923
2514,35248376.67032967,1.4615384615384615
2445,70365277.24468085,2.0425531914893615
2741,2367287.7066666665,1.36
2542,691820.2781456953,1.2450331125827814
2454,120747595.42222223,1.8222222222222222
2465,59986306.177777775,1.8444444444444446
2453,37196.42222222222,1.2444444444444445
2464,69542928.13333334,1.4555555555555555
2506,7762716.406593407,2.021978021978022
2505,104490281.52173913,1.7391304347826086
2535,59341798.059210524,1.3289473684210527
2534,22582338.133333333,1.4476190476190476
2412,65806466.6,3.057142857142857
2444,76145828.8429752,2.396694214876033
2387,37215114.59375,2.46875
2441,5531757.090909091,1.2613636363636365
2396,8178790.244444445,2.4444444444444446
2440,6471654.597014925,1.4029850746268657
2152,3863861.704225352,1.704225352112676
2490,28954561.704545453,1.375
2070,197712.9347826087,2.652173913043478
2111,676062.3260869565,1.608695652173913
2099,614057.7173913043,1.2391304347826086
2110,54932.13043478261,1.4565217391304348
2153,2527860.4175824174,1.7802197802197801
2098,2307421.934782609,2.5869565217391304
2097,642430.8,1.8
2096,5422565.872340426,1.1914893617021276
2095,45248553.06521739,1.2173913043478262
2094,50704992.8,1.8
2093,39959.85106382979,1.2340425531914894
2108,46354184.02173913,1.3043478260869565
2106,51284694.0,1.5
2127,50009070.125,1.5208333333333333
2105,15074200.844444444,1.3333333333333333
2069,9597715.042553192,1.127659574468085
2068,6105400.255319149,1.8085106382978724
2109,130606.06521739131,1.2826086956521738
2067,299643.0869565217,1.4130434782608696
2584,21094818.29090909,1.209090909090909
2100,38378.36170212766,1.148936170212766
2122,17314.533333333333,1.0666666666666667
2121,47898109.666666664,1.9555555555555555
2065,62548904.65957447,1.872340425531915
2120,277809.93333333335,1.4222222222222223
2064,42110007.25531915,1.8297872340425532
2063,35200.82978723404,1.553191489361702
2117,23531.56818181818,1.1363636363636365
2116,7173825.5,1.2727272727272727
2114,10672161.222222222,1.2
2113,25348951.525,2.175
2134,9449627.489361702,1.4042553191489362
2080,4228283.87804878,1.6585365853658536
2088,6152060.75,3.7142857142857144
2087,110504946.3235294,6.352941176470588
2086,97811521.08333333,2.4722222222222223
2085,56244195.05555555,4.388888888888889
2084,228975765.94594595,5.4324324324324325
2196,33679976.4,4.057142857142857
2178,137127685.2179487,2.41025641025641
2592,11126863.43902439,2.1951219512195124
2193,96675235.83333333,2.2857142857142856
2397,90698108.15555556,7.377777777777778
2174,123918109.60294117,2.985294117647059
2115,172127594.17741936,3.774193548387097
2390,139705392.2647059,5.970588235294118
2126,406835.16279069765,1.5348837209302326
2119,62008.068181818184,1.3409090909090908
2253,66988471.03125,2.90625
2296,15658175.246153846,2.1846153846153844
2295,395155.8947368421,2.5789473684210527
2273,38613505.365384616,3.2115384615384617
2151,17946327.964285713,1.6785714285714286
2291,1990774.5,1.8666666666666667
2304,55879405.8051948,3.1818181818181817
2149,71290009.15686275,2.0784313725490198
2301,51048.357142857145,1.8214285714285714
2289,13684593.925925925,2.2962962962962963
2168,25163055.23636364,2.4545454545454546
2300,101059236.22580644,3.774193548387097
2266,61542495.448275864,2.9655172413793105
2288,57009575.2962963,2.4814814814814814
2167,7456585.689655173,1.3275862068965518
2308,18482770.61842105,2.276315789473684
2406,114607028.88333334,2.85
2286,11236451.4,1.8333333333333333
2383,36928232.4137931,3.206896551724138
2415,49599544.93333333,1.8333333333333333
2315,41194926.078947365,1.5
2237,2030690.5135135136,1.837837837837838
2236,12961618.470588235,2.6176470588235294
2312,42152487.05263158,2.026315789473684
2378,18931777.5,2.893939393939394
2311,181727161.32352942,3.5294117647058822
2299,30820138.65625,1.9375
2439,25696695.04347826,1.7971014492753623
2091,7076560.076923077,3.8461538461538463
2090,4449042.192307692,2.3846153846153846
2089,4257004.185185186,2.1481481481481484
2139,65296026.64,1.56
2104,32750448.766666666,3.533333333333333
2103,24240338.692307692,3.076923076923077
2124,12213132.875,3.0416666666666665
2309,50927210.578947365,3.263157894736842
2791,64092.54,1.8
2790,2909606.12,1.58
2789,51577285.530612245,1.6938775510204083
2800,187020.3,1.08
2822,39133488.708333336,2.2708333333333335
2821,141350.74509803922,1.3725490196078431
2820,166180.82352941178,1.2745098039215685
2809,14809942.632653061,1.346938775510204
2808,1432396.8163265307,1.6122448979591837
2829,176910.56,1.68
2807,1093005.4285714286,1.2244897959183674
2806,8711608.34,1.84
2828,91200.6530612245,1.2653061224489797
2827,1002889.4117647059,1.607843137254902
2805,119021.01960784313,2.6666666666666665
2826,44677855.591836736,2.020408163265306
2825,1730433.156862745,1.5098039215686274
2847,5544.2,1.12
2803,1963598.294117647,1.392156862745098
2846,58961158.72,1.7
2802,22552008.08,1.7
2812,1028148.5294117647,1.7843137254901962
2811,10225899.442307692,1.8076923076923077
2833,45818.5,1.46
2799,52414009.20408163,3.3877551020408165
2810,6588323.434782608,2.347826086956522
2798,132567696.52272727,3.522727272727273
2795,48781955.9,3.88
2794,46145.31914893617,1.1702127659574468
2818,49752089.52941176,1.5686274509803921
2839,7983.62,1.18
2817,8610002.122448979,1.8775510204081634
2816,30515.30612244898,1.469387755102041
2814,68039125.1632653,2.7142857142857144
2813,34050776.571428575,3.36734693877551
2793,179127088.6744186,3.5348837209302326
2792,21441466.386363637,1.5681818181818181
2801,29726.613636363636,1.2045454545454546
2788,8362045.697674419,2.255813953488372
2787,177070428.68292683,1.6585365853658536
2786,3410321.0714285714,2.1666666666666665
2797,1713011.3636363635,1.6136363636363635
2785,30893472.666666668,3.8444444444444446
2796,78463.84090909091,1.6818181818181819
2784,50456475.190476194,1.9047619047619047
2783,104820001.82978724,2.234042553191489
2819,30802997.033333335,2.522222222222222
2815,19247467.093023255,2.4069767441860463
2870,15034.761904761905,1.1428571428571428
2867,1506384.9761904762,1.2619047619047619
2845,86039423.95238096,3.0238095238095237
2823,90635886.81578948,3.4210526315789473
2844,116893075.04761904,3.380952380952381
2866,82558031.90476191,2.1666666666666665
2865,1531558.738095238,1.8571428571428572
2843,149098.7142857143,1.8095238095238095
2864,370534326.825,3.375
2842,287164.0,1.972972972972973
2863,1685412.0238095238,1.6666666666666667
2840,32270.119047619046,1.5
2861,25154649.88095238,1.4761904761904763
2849,51745776.52380952,1.4285714285714286
2848,93214188.45238096,2.5238095238095237
2868,18889.404761904763,1.5238095238095237
2824,79028301.04878049,1.6829268292682926
2834,867308.6829268293,1.5121951219512195
2877,29721.809523809523,1.380952380952381
2855,1542296.1904761905,1.8333333333333333
2854,78726832.23809524,2.9047619047619047
2832,2884634.5476190476,1.8333333333333333
2875,459424.2380952381,1.4285714285714286
2831,77242.07142857143,1.4761904761904763
2853,19066.85714285714,1.2619047619047619
2830,232457.46341463414,1.7560975609756098
2852,43058117.2,2.0
2873,50820815.833333336,3.3095238095238093
2851,18344.690476190477,1.2857142857142858
2872,184292.7619047619,1.7619047619047619
2850,60995208.4047619,2.761904761904762
2838,62326.30952380953,1.7619047619047619
2859,29200097.214285713,3.3095238095238093
2837,145446.95238095237,2.142857142857143
2836,1965055.880952381,2.357142857142857
2858,18808.64285714286,1.2857142857142858
2835,180632.09523809524,2.738095238095238
2857,530087330.825,7.125
2891,1873.7407407407406,1.0185185185185186
2890,330147.7021276596,1.3191489361702127
2889,11057.018518518518,1.1111111111111112
2922,8422242.62264151,1.490566037735849
2888,9134.489361702128,1.148936170212766
2921,98941.3829787234,1.6595744680851063
2887,169113.23636363636,1.0909090909090908
2920,1624025.111111111,1.6888888888888889
2886,711.4528301886793,1.0377358490566038
2885,31170567.659574468,1.8297872340425532
2841,48165.38636363636,1.2045454545454546
2884,8109.857142857143,1.125
2862,95900.12244897959,1.1224489795918366
2883,3620776.7735849055,1.4339622641509433
2882,27431293.85964912,2.4035087719298245
2860,161421.63636363635,1.3181818181818181
2929,22930.895833333332,1.2083333333333333
2928,72215360.79166667,2.1458333333333335
2927,1872047.9782608696,1.108695652173913
2926,201895.78723404257,1.127659574468085
2925,4984887.510638298,1.446808510638298
2869,70397.11320754717,1.6415094339622642
2924,100499.0,1.2608695652173914
2923,20588.558139534885,1.1395348837209303
2881,16087861.82142857,1.1964285714285714
2880,1771762.1090909091,2.0
2878,23660324.80357143,1.3392857142857142
2856,6949997.914893617,1.5957446808510638
2911,59352.30434782609,1.2173913043478262
2910,1529801.6458333333,1.4583333333333333
2876,656125.46,1.26
2930,23850.35185185185,1.1666666666666667
2874,37259912.75,1.625
2871,8166.888888888889,1.2592592592592593
2918,27798528.815789472,2.710526315789474
2917,9552018.0625,1.375
2916,3513231.063829787,1.574468085106383
2915,3190023.9183673467,1.5918367346938775
2914,66636121.854166664,2.4166666666666665
2913,4859614.555555556,1.3333333333333333
2879,39442.21276595745,1.3404255319148937
2909,6185951.80952381,1.5714285714285714
2900,14461475.829268293,1.5853658536585367
2955,90826363.85294117,2.7941176470588234
2898,13234711.585365854,1.6341463414634145
2985,64106.69047619047,1.4523809523809523
2952,61068923.9047619,1.5238095238095237
2896,34739338.0,3.358974358974359
2740,31075.9793814433,1.2371134020618557
2906,15160512.025,1.45
2904,55613.60975609756,1.6341463414634145
2947,32118801.06976744,1.302325581395349
2958,22576705.242424242,1.8484848484848484
2934,83259781.97297297,2.4864864864864864
2747,79224582.67567568,2.189189189189189
2671,20061.9,1.2
2197,25335059.707317073,1.3658536585365855
2195,56413948.12195122,1.4878048780487805
2194,43288121.97619048,2.0
2192,10709304.952380951,1.5
2207,22654.666666666668,1.380952380952381
2669,30600.19512195122,1.4634146341463414
2206,36671.0,1.4634146341463414
2668,2667.170731707317,1.0731707317073171
2205,102660876.675,1.55
2667,278178.8780487805,1.6829268292682926
2204,66361.5,1.8095238095238095
2665,3635.125,1.075
2202,31374265.6,1.9
2543,10810221.324324325,1.4594594594594594
2201,25856.214285714286,1.0714285714285714
2662,223.390243902439,1.024390243902439
2189,8650970.731707318,1.4634146341463414
2562,52304571.071428575,2.738095238095238
2661,32288.585365853658,1.146341463414634
2187,3835037.2093023257,1.4651162790697674
2658,31196.6,1.4
2656,19290676.45238095,1.4047619047619047
2655,18967.285714285714,1.2142857142857142
2653,4606.55,1.125
2651,4718.09756097561,1.0731707317073171
2673,1259.275,1.1
2659,924.9268292682926,1.048780487804878
2430,47219.380952380954,1.4047619047619047
2692,458914.8777777778,1.6444444444444444
2372,2772613.0465116277,2.0697674418604652
2293,6567.142857142857,1.1428571428571428
2427,4042590.3170731706,1.2682926829268293
2602,144849.3404255319,1.1914893617021276
2468,50118068.42553192,1.8297872340425532
2523,39113924.67816092,1.3908045977011494
2489,4430611.373626374,1.4285714285714286
2522,50926414.97777778,1.7222222222222223
2500,78334615.98876405,1.8764044943820224
2564,2479940.936170213,1.553191489361702
2729,1086106.4505494505,1.5604395604395604
2528,40300664.020134225,1.389261744966443
2429,5736.024390243902,1.170731707317073
2428,77162.76190476191,1.5714285714285714
2285,6698.536585365854,1.146341463414634
2284,61140836.07317073,1.975609756097561
2282,31277.585365853658,1.7073170731707317
2436,49206871.14893617,1.4893617021276595
2533,16382717.066037735,1.8584905660377358
2433,76113141.38709678,1.8494623655913978
2739,31291577.240384616,1.3557692307692308
2738,55222667.1368421,1.4
2737,546577.2905405406,1.364864864864865
2539,157327.1862745098,1.3529411764705883
2148,8425199.64516129,3.903225806451613
2125,50739353.73076923,1.6538461538461537
2147,41125510.80645161,2.6451612903225805
2146,34959181.02857143,1.6285714285714286
2220,12583865.962962963,2.5925925925925926
2150,1585745.7037037036,4.222222222222222
2133,18549.545454545456,1.1136363636363635
2155,2190729.6666666665,1.2380952380952381
2154,9545.84090909091,1.1136363636363635
2132,3970473.024390244,1.3414634146341464
2230,674845.0952380953,1.119047619047619
2131,47768.425,1.25
2130,135019.63636363635,1.6136363636363635
2107,15819.09090909091,1.1136363636363635
2129,3726147.302325581,1.3255813953488371
2128,88961.97727272728,1.2045454545454546
2227,164454376.1388889,2.6666666666666665
2226,186915.3488372093,1.2093023255813953
2102,149371.07142857142,1.119047619047619
2223,102710627.47619048,2.0238095238095237
2245,58451.84090909091,1.1363636363636365
2101,93049.40476190476,1.2619047619047619
2123,6180730.4772727275,1.2045454545454546
2240,7302484.785714285,2.357142857142857
2161,19821.363636363636,1.0909090909090908
2160,544332.9069767442,1.2790697674418605
2218,1633278.488372093,1.4883720930232558
2118,18844.295454545456,1.2272727272727273
2215,34653879.73809524,1.2619047619047619
2138,32177657.790697675,1.2093023255813953
2137,54179.02272727273,1.2045454545454546
